ifdg_GPSImgDirection ,Count
30091/209, 1
30091/248, 2
30091/305, 1
30092/453, 1
30093/167, 1
30094/85, 1
30095/167, 1
30095/304, 1
300952/849, 1
30097/136, 1
30097/140, 1
30099/140, 1
301/1, 9
301/4, 1
30100/100, 20
30101/318, 1
30101/96, 1
30103/1089, 1
30103/215, 1
301035/1487, 1
30106/423, 1
301064/1355, 1
30109/128, 1
30109/194, 1
30109/297, 1
3011/186, 1
30113/162, 1
30114/127, 1
30114/421, 1
30117/92, 1
30118/227, 1
30118/241, 1
30119/142, 1
30120/419, 1
30121/100, 1
30121/102, 1
30121/116, 1
30121/155, 1
30123/130, 1
30124/405, 1
30124/99, 1
30125/100, 12
30125/113, 1
30125/217, 1
30127/1284, 1
30127/135, 1
30128/151, 1
30128/229, 1
30129/128, 1
301292/1587, 1
3013/459, 1
3013/686, 1
30130/121, 1
30130/99, 1
30131/100, 1
30132/215, 1
30133/287, 1
30134/191, 1
30134/491, 1
30136/259, 1
30137/145, 1
30137/253, 1
30137/85, 1
30139/127, 1
30139/173, 1
30139/90, 1
30139/97, 1
30140/117, 1
30141/154, 1
30141/205, 1
30141/245, 1
30145/133, 1
30145/188, 1
30147/100, 1
30149/108, 1
30149/131, 1
30149/144, 1
30149/193, 1
3015/14, 1
30150/100, 20
30151/148, 1
30151/426, 1
30151/85, 1
30152/107, 1
30152/239, 1
30152/413, 1
30153/121, 1
30156/151, 1
30157/122, 1
30157/691, 2
30157/98, 1
30159/112, 1
30159/175, 1
30159/764, 1
3016/49, 1
30160/453, 1
30160/647, 1
30161/102, 1
30163/352, 1
30163/452, 1
30164/409, 1
30165/104, 1
30165/334, 1
30165/382, 1
301667/2037, 1
30167/86, 1
30168/197, 1
301680/1627, 1
30169/108, 1
30169/192, 1
301697/2674, 1
30170/99, 1
30171/100, 1
30171/290, 1
30173/108, 1
30173/835, 1
301737/1310, 1
30175/100, 6
30175/362, 1
301751/897, 1
30177/145, 1
30177/187, 1
30178/201, 1
30178/273, 1
30179/278, 1
30181/185, 1
30182/137, 1
30183/91, 1
30184/135, 1
30186/119, 1
30186/275, 1
30186/329, 1
30188/433, 1
30189/107, 1
30189/157, 1
3019/100, 1
30190/153, 1
30193/200, 1
30193/217, 1
301931/2110, 1
30195/761, 2
30197/118, 1
30199/151, 1
30199/326, 1
301990/3067, 1
302/1, 11
3020/100, 1
3020/327, 1
30200/100, 12
30203/100, 1
30203/261, 1
30203/427, 1
30205/100, 1
30206/235, 1
30207/131, 1
30207/367, 1
30208/139, 1
30208/503, 1
302095/2113, 1
3021/100, 1
30211/121, 1
302132/983, 1
30214/343, 1
30214/353, 1
30214/87, 1
30214/89, 1
30216/100, 1
30217/103, 1
30217/113, 1
30218/123, 1
30219/257, 1
30220/459, 1
30221/100, 1
30221/122, 1
30222/167, 1
30222/241, 1
30223/164, 2
30225/100, 15
30226/125, 1
30226/181, 1
30227/129, 1
30227/90, 1
30228/521, 1
30229/125, 1
30229/217, 1
30230/181, 1
30230/267, 1
30231/161, 1
30232/123, 1
30233/191, 1
30233/433, 1
30235/126, 1
30235/2758, 1
30235/326, 1
30235/469, 1
30236/93, 1
30243/167, 1
30245/104, 1
30245/152, 1
30247/1115, 1
30247/353, 1
30247/387, 1
30248/107, 1
30248/117, 1
30248/223, 1
30248/303, 2
30248/901, 1
30249/136, 1
30249/151, 1
3025/100, 3
3025/26, 1
30250/100, 5
30251/10746, 1
30251/320, 1
30251/87, 1
30251/89, 1
30252/100, 1
30252/133, 1
30253/295, 1
30255/149, 1
30256/157, 1
30256/215, 1
30256/265, 1
30257/100, 1
30257/154, 1
30257/284, 1
30259/118, 1
30259/276, 1
30261/122, 1
30261/130, 1
30261/142, 1
30261/563, 1
30262/153, 1
30262/235, 1
30263/202, 1
30263/661, 1
30265/168, 1
30265/208, 1
30267/203, 1
30269/127, 2
30269/147, 1
30269/239, 1
30269/307, 1
30269/94, 1
30270/281, 1
30271/198, 1
30271/86, 1
30274/157, 1
30275/100, 8
30275/158, 1
30275/317, 1
30276/193, 1
30277/160, 2
30277/167, 1
30277/185, 1
30278/111, 2
30278/247, 1
30281/120, 1
30281/362, 2
302815/1421, 1
30282/100, 1
30283/117, 1
30283/167, 1
30283/90, 1
30286/115, 1
30287/184, 1
30287/254, 1
30287/287, 1
30287/98, 1
302889/2000, 1
30289/410, 1
30290/101, 1
30292/951, 1
30293/91, 1
30294/97, 1
30295/167, 1
30296/107, 1
30297/101, 1
30297/148, 1
30297/260, 1
30298/100, 1
30299/117, 1
30299/137, 1
303/1, 11
303/2, 1
30300/100, 18
30301/162, 1
303021/1109, 1
30303/100, 1
30304/100, 1
30304/169, 1
30305/147, 1
30305/316, 1
30306/217, 2
30307/101, 1
30307/152, 1
30308/329, 1
30311/132, 1
30311/178, 1
30311/311, 1
30311/610, 1
30312/100, 1
30313/111, 1
30313/198, 1
30316/357, 1
30316/95, 1
30317/201, 1
30321/115, 1
30322/163, 1
30323/165, 1
30324/253, 1
30325/100, 6
30325/128, 1
30325/156, 1
30325/332, 1
30327/145, 1
30328/727, 1
30329/123, 1
30329/376, 1
3033/724, 1
30330/97, 1
30331/92, 2
30332/183, 1
30334/100, 1
30334/217, 1
30335/187, 1
30335/368, 1
30336/100, 1
30336/109, 1
30337/320, 1
30341/152, 1
30341/203, 1
30341/837, 1
303425/1724, 1
30343/211, 1
30343/239, 1
30343/832, 1
303439/1062, 1
30344/137, 1
30344/249, 1
30346/303, 1
30346/355, 1
30347/105, 1
30349/298, 1
30349/471, 2
30350/100, 5
30351/2098, 1
30352/100, 1
30352/157, 1
30352/299, 1
30353/223, 1
30353/235, 1
30353/326, 1
303533/1635, 1
30354/247, 2
30355/118, 1
30355/347, 1
30358/121, 1
30358/185, 1
30358/365, 1
30360/281, 1
30361/518, 1
303623/3116, 1
303629/1310, 1
30363/122, 1
30363/215, 1
30363/254, 2
30363/733, 1
30363/949, 1
30364/85, 1
30365/102, 1
30365/858, 1
30366/167, 1
30366/89, 2
303673/1024, 1
30369/91, 1
3037/1209, 1
30370/323, 1
30371/106, 1
30371/127, 1
30372/115, 1
30373/159, 1
30373/181, 1
303744/863, 1
30375/100, 10
30375/113, 1
30375/157, 1
30375/344, 1
30376/113, 1
30377/167, 1
30377/231, 1
30377/517, 1
30377/912, 1
303777/850, 1
30379/897, 2
30379/96, 1
30380/249, 1
30381/154, 1
30381/245, 1
30382/159, 1
30383/103, 1
30383/4096, 1
303830/891, 1
30385/146, 1
30385/153, 1
30385/436, 1
30386/127, 1
30387/230, 1
303871/1535, 1
303872/897, 1
303873/904, 1
30388/155, 1
30388/185, 1
30388/265, 1
30389/182, 1
30389/220, 1
30389/420, 1
30389/87, 1
30389/90, 1
3039/262, 1
30390/100, 1
30390/283, 1
30391/130, 1
30391/89, 1
30393/190, 1
30394/97, 1
30394/99, 1
30395/294, 1
30395/447, 1
30396/109, 1
30396/211, 1
30397/161, 1
30399/109, 4
30399/221, 1
304/1, 16
30400/100, 20
30401/123, 1
30402/151, 1
30403/308, 1
30404/100, 1
30406/489, 1
30407/177, 1
30409/175, 1
30409/228, 1
3041/12, 1
30411/386, 1
30412/259, 1
30413/302, 1
30415/106, 1
30415/146, 1
30416/227, 1
30419/290, 1
30422/489, 1
30422/99, 1
30423/92, 1
30425/100, 9
30426/377, 1
30428/103, 1
30428/137, 1
30428/449, 1
30428/451, 1
30428/97, 2
30429/274, 1
30429/86, 1
3043/72, 1
30430/117, 1
30430/369, 1
30431/167, 1
30432/85, 1
30432/97, 1
30435/143, 1
30435/202, 1
30436/363, 1
30437/146, 1
30437/214, 1
30437/267, 1
30439/120, 1
30439/167, 1
304401/1147, 1
30441/100, 2
30441/157, 1
30442/363, 1
30442/621, 1
30443/121, 1
30445/357, 1
30445/89, 1
30446/189, 1
30446/353, 1
30447/151, 1
30447/454, 1
30448/100, 1
30448/497, 1
30449/206, 1
30449/255, 1
30449/588, 1
30450/100, 7
30450/359, 1
30451/126, 1
30451/155, 1
30455/101, 1
30455/169, 1
30455/197, 1
30455/91, 1
30455/99, 1
30456/245, 1
30457/134, 1
30457/187, 1
30457/312, 1
3046/255, 1
30460/181, 1
304603/1522, 1
30461/155, 1
30461/213, 1
30462/100, 1
30462/437, 1
30463/150, 1
30463/156, 1
30463/202, 1
30463/247, 1
30464/139, 1
30464/321, 1
30465/103, 1
30466/149, 1
30466/233, 1
30467/100, 1
30467/318, 1
30469/114, 1
30469/175, 1
30469/390, 1
30469/98, 1
304690/1909, 1
3047/767, 1
30470/677, 1
30471/104, 1
30471/491, 1
30471/88, 1
30473/210, 1
30473/224, 2
30473/381, 1
30475/100, 5
30483/112, 1
30483/542, 1
30485/114, 1
30485/146, 1
30485/319, 1
30485/473, 1
30486/100, 1
30487/138, 1
30487/331, 1
30487/378, 1
3049/58, 1
3049/9, 1
304907/1522, 1
30491/85, 2
30491/99, 2
30493/166, 1
30493/230, 1
30493/835, 1
30495/139, 1
30496/100, 1
30496/517, 1
30497/122, 1
30497/303, 1
30497/313, 1
30497/345, 1
30499/220, 1
30499/225, 1
30499/373, 1
305/1, 9
3050/100, 13
30500/100, 17
30500/137, 1
30501/179, 2
30503/628, 1
30505/447, 1
30507/160, 1
30508/117, 1
30508/125, 1
30509/261, 1
30509/912, 1
305101/903, 1
30513/97, 1
30514/257, 1
30514/91, 1
30515/111, 1
30515/224, 1
30516/1709, 1
30517/266, 1
30519/197, 1
30519/346, 1
30519/92, 1
3052/179, 2
305203/1980, 1
30521/106, 1
30521/496, 2
30522/109, 1
30523/100, 1
30523/159, 1
30523/169, 1
30524/127, 1
30525/100, 16
30527/276, 1
30529/139, 1
30529/164, 1
30529/2048, 1
30529/206, 1
30529/323, 1
30529/427, 1
3053/100, 1
30531/140, 1
30532/123, 1
30533/326, 1
30533/472, 1
30535/117, 1
30535/123, 1
30535/178, 1
30536/123, 1
30536/437, 1
30537/389, 1
30539/230, 1
30539/400, 1
30541/114, 1
30541/261, 1
30542/159, 1
30542/163, 2
30542/215, 1
30547/259, 1
30549/406, 1
3055/17, 1
30550/100, 13
30550/369, 1
30551/96, 2
30552/121, 1
30553/209, 1
30553/216, 1
30555/158, 1
30555/346, 1
30556/129, 1
30557/252, 1
30557/303, 1
30560/327, 1
305606/1121, 1
30561/155, 1
30561/166, 1
30561/184, 1
30562/113, 1
30562/121, 1
30563/113, 1
30563/151, 1
30563/647, 1
30564/197, 1
30567/103, 1
30568/137, 1
30568/87, 1
30569/156, 1
30569/320, 1
30574/867, 1
30575/100, 7
30577/167, 1
30578/175, 1
30579/163, 1
3058/100, 1
30581/127, 1
30581/128, 1
30581/141, 1
30581/194, 1
30583/134, 1
30583/197, 1
30584/405, 1
30585/104, 1
30586/223, 1
30587/106, 1
30587/107, 1
30587/1078, 1
30588/113, 1
30588/907, 1
305903/997, 1
30591/130, 1
30592/341, 1
30592/99, 1
30593/231, 1
30593/243, 1
30593/244, 1
30594/193, 1
30595/112, 1
30597/142, 1
30598/133, 1
30598/227, 1
30598/337, 1
30599/139, 1
30599/315, 1
30599/779, 1
306/1, 2
30600/100, 17
30601/129, 1
30601/263, 1
30601/86, 1
30604/95, 1
30605/157, 1
30605/99, 1
30606/223, 1
30606/263, 1
30606/299, 1
30606/63287, 1
30607/203, 1
30607/451, 1
30608/213, 1
30609/112, 1
30609/88, 1
3061/984, 1
30611/202, 1
30612/205, 1
30613/100, 1
30613/111, 1
30613/519, 1
30614/279, 1
30615/206, 1
30615/227, 1
30615/253, 1
30616/125, 1
30616/139, 1
30616/237, 1
306179/1927, 1
30619/319, 1
3062/237, 1
30620/97, 1
30621/128, 1
30621/244, 1
30621/422, 1
30621/433, 1
306211/4081, 1
30622/111, 1
30622/333, 1
30623/104, 1
30623/126, 1
30623/420, 1
30625/100, 3
30626/245, 1
30628/101, 1
30635/192, 1
30637/125, 1
30637/171, 1
30638/99, 1
30639/185, 1
30639/320, 1
30639/521, 1
30640/201, 1
30643/147, 1
306449/1024, 1
30646/755, 1
30649/120, 2
30649/173, 1
30649/296, 1
30650/100, 7
30650/109, 1
30650/181, 1
30651/100, 1
30651/350, 1
30652/125, 1
30652/161, 1
306527/1236, 1
30653/124, 1
30653/283, 1
30653/334, 1
30654/95, 1
30655/107, 1
30655/174, 1
30657/161, 1
30658/211, 1
30659/100, 1
30660/199, 1
30663/335, 1
30663/461, 1
306631/1282, 1
30664/135, 1
30664/257, 1
30665/194, 1
30665/381, 1
30669/311, 2
30670/227, 1
30671/126, 1
30672/121, 1
30673/105, 1
30673/133, 1
30675/100, 9
30675/344, 1
30676/111, 1
306766/891, 1
30677/109, 1
30677/1291, 1
30679/180, 1
306807/884, 1
30685/116, 1
30685/268, 1
30685/91, 1
30687/179, 1
30688/123, 1
30688/337, 1
30688/607, 1
30689/455, 1
30691/91, 1
30692/307, 1
30694/1637, 1
30694/201, 1
30694/323, 1
30695/1326, 1
30696/95, 1
30697/193, 1
30697/283, 1
30697/89, 1
30698/183, 1
30699/112, 1
30699/289, 1
307/1, 10
307/4, 1
3070/67, 1
30700/100, 20
30702/100, 1
30703/126, 1
30703/230, 1
30704/100, 1
30704/153, 1
30707/172, 1
30707/241, 2
30707/467, 1
30708/191, 1
30709/122, 1
30709/139, 1
30709/255, 1
30709/87, 1
3071/364, 1
30711/100, 1
30712/337, 1
30713/124, 1
30713/136, 1
30713/2462, 2
30714/187, 1
30714/245, 1
30716/100, 1
30716/253, 1
30717/263, 1
30719/146, 2
30719/210, 1
30719/254, 1
30720/137, 1
30721/100, 1
30721/130, 1
30722/111, 1
30723/106, 1
30723/173, 1
30724/111, 1
30725/100, 16
30725/117, 2
30725/189, 1
30725/249, 1
30725/602, 2
30727/226, 1
30727/304, 1
30728/101, 1
30728/481, 1
30731/218, 1
30731/291, 1
30732/379, 1
30733/190, 1
30734/379, 1
30735/196, 1
30735/422, 1
30737/254, 1
30739/194, 1
30739/209, 1
30739/222, 1
30740/100, 1
30741/127, 1
30741/182, 1
30741/551, 1
30742/961, 1
30743/219, 1
30744/143, 1
30745/323, 1
30745/98, 1
30746/199, 1
30747/3320, 1
30748/123, 1
30748/195, 1
30748/303, 1
30749/113, 2
30749/213, 1
3075/100, 12
3075/1144, 1
30750/100, 14
30751/400, 1
30755/100, 1
30755/192, 1
30755/309, 1
30757/185, 1
3076/125, 1
3076/215, 1
30760/87, 1
30761/195, 1
30761/463, 1
30761/554, 1
30762/241, 1
30763/152, 1
30763/206, 1
30763/301, 1
30765/187, 1
307650/1157, 1
30766/121, 2
30766/455, 1
30767/167, 1
30767/1775, 1
30767/411, 1
30768/101, 1
3077/72, 1
30772/149, 1
30774/1673, 1
30775/100, 5
30775/247, 1
30777/101, 1
30777/485, 1
30778/100, 1
30779/334, 1
30779/348, 1
30780/1087, 2
30780/151, 1
30781/104, 1
30781/205, 1
30785/228, 1
30785/361, 1
30787/158, 1
30788/511, 1
30791/495, 1
30791/548, 1
30793/144, 1
30793/257, 1
30794/121, 1
30794/287, 1
30794/767, 1
30795/101, 1
30795/124, 1
30795/407, 1
30795/586, 1
308/1, 10
308/100, 1
3080/10, 1
3080/100, 1
30800/100, 12
30801/484, 1
30803/98, 1
30803/99, 1
30805/169, 1
30808/183, 1
30809/123, 1
30809/196, 1
30809/99, 1
308098/1163, 1
30810/109, 1
308105/2466, 1
30814/115, 1
30814/207, 1
30815/139, 1
30816/263, 1
30816/467, 1
30819/259, 1
30820/677, 1
30821/209, 1
30821/314, 1
30823/102, 1
30824/161, 1
30824/227, 1
30824/667, 1
30825/100, 6
30825/121, 1
30826/105, 1
30827/144, 1
30829/133, 1
30829/147, 1
30829/427, 1
30829/457, 1
30830/273, 1
30831/130, 1
30831/182, 1
30831/188, 1
30831/311, 2
30832/229, 1
30833/133, 1
30833/259, 1
30835/134, 1
30836/167, 1
30837/305, 1
30839/1128, 1
30839/336, 1
30840/103, 1
308403/2840, 1
30843/277, 1
30844/100, 1
30844/289, 1
30845/100, 1
30845/134, 1
30845/357, 1
30847/175, 1
30848/111, 1
308497/1024, 1
30850/100, 9
308509/2424, 1
30851/118, 1
30851/96, 1
30853/114, 1
30853/747, 1
30855/113, 1
30855/217, 1
30855/241, 1
30855/278, 1
30856/157, 1
30857/138, 1
30857/343, 1
30859/171, 1
30859/927, 1
30861/137, 1
30861/221, 1
30861/356, 1
30862/189, 1
30863/190, 1
30865/149, 1
30865/244, 1
30867/290, 1
30868/693, 1
30869/283, 1
308700/1933, 1
30871/409, 1
30873/167, 1
30873/86, 1
30874/213, 1
30874/217, 1
30874/299, 1
30875/100, 12
30875/123, 1
30875/412, 1
30876/95, 1
30877/150, 1
30878/195, 1
30878/317, 1
3088/433, 1
30882/100, 1
30882/281, 1
30883/111, 1
30883/176, 1
30886/165, 1
30887/673, 1
30888/317, 1
30889/104, 1
30889/157, 1
308890/973, 1
30891/100, 1
30892/105, 1
30892/187, 2
308963/1212, 1
30898/227, 1
309/1, 9
309/2, 1
30900/100, 23
30901/1231, 1
30901/326, 1
30901/765, 1
30903/97, 1
30904/185, 1
30906/97, 1
30908/101, 1
30909/158, 1
30909/205, 1
30909/344, 1
309091/2927, 1
309095/888, 1
3091/146, 1
30917/176, 2
30919/190, 1
30919/283, 1
3092/251, 1
3092/449, 1
30921/92, 1
30923/124, 1
30923/207, 1
30925/100, 6
30925/154, 1
30928/325, 1
30929/140, 1
30929/905, 1
30929/94, 1
30929/96, 1
3093/100, 1
3093/23, 1
30931/197, 1
30931/534, 1
30932/139, 1
30937/857, 1
30938/395, 1
30939/94, 2
30939/95, 1
309391/1913, 1
3094/31, 1
30943/263, 1
30944/100, 1
30944/103, 1
30945/206, 1
30946/100, 1
30946/273, 1
30947/106, 1
30947/141, 1
30947/271, 1
30947/417, 1
30948/323, 1
30949/286, 1
3095/100, 1
3095/201, 1
3095/29, 1
3095/512, 1
30950/100, 9
30953/100, 1
30953/215, 1
309535/991, 1
30955/131, 2
30956/627, 1
30957/232, 1
30959/181, 1
30959/199, 2
30961/114, 1
30961/281, 1
30961/88, 1
30962/311, 1
30962/507, 1
30963/155, 1
30963/248, 2
30964/339, 1
30965/273, 1
30966/100, 1
309661/970, 1
30967/105, 1
30967/378, 1
309679/1253, 1
30968/157, 1
30968/235, 1
30969/230, 1
30971/120, 1
30973/370, 1
30973/597, 1
30975/100, 6
30979/106, 1
30979/124, 1
30979/168, 1
3098/1055, 1
3098/93, 1
30981/109, 1
30983/351, 1
30985/106, 1
30987/289, 1
30988/93, 1
3099/11, 1
3099/866, 1
30992/101, 1
30993/443, 1
30994/287, 1
30994/315, 1
30995/106, 1
309959/861, 1
30996/281, 1
30997/286, 1
30997/336, 1
30997/353, 1
30999/233, 1
31/1, 10
31/100, 1
310/1, 4
3100/100, 19
31000/100, 18
31000/161, 1
31001/202, 1
31001/286, 1
31001/325, 1
31003/90, 1
31004/267, 2
31004/97, 1
31006/127, 2
31006/169, 1
31006/295, 1
31009/294, 1
3101/234, 2
31011/91, 1
31012/125, 1
31012/411, 1
31012/485, 1
31013/111, 1
31013/170, 1
31013/171, 1
31013/200, 1
31013/628, 1
31014/163, 1
31016/121, 1
31017/125, 1
31018/100, 1
31019/125, 1
31021/208, 1
31021/243, 1
31023/278, 1
31025/100, 8
31026/355, 1
31031/293, 1
31033/118, 1
31033/266, 1
31034/100, 1
31034/239, 1
31034/307, 1
31035/208, 1
31036/133, 1
31036/299, 1
31037/228, 1
31037/271, 1
31037/94, 1
31039/112, 1
31039/132, 1
31039/198, 1
31039/212, 1
31039/232, 1
31039/238, 1
31041/151, 1
31041/359, 1
31041/94, 1
31043/197, 1
31043/281, 1
31045/174, 1
31045/358, 1
31047/172, 1
31047/254, 1
31050/100, 14
31051/157, 1
31051/165, 1
31053/106, 1
31059/100, 1
31059/394, 1
31060/317, 1
31061/106, 1
31062/181, 1
31062/617, 1
31063/111, 1
31063/351, 1
31063/381, 1
31065/113, 1
31065/1138, 1
31066/289, 1
31067/129, 1
31069/145, 1
310727/1440, 1
31073/100, 1
31073/141, 2
31074/5449, 1
31075/100, 6
31076/169, 1
31077/284, 1
31077/340, 1
31078/107, 1
31078/207, 1
31078/225, 1
31079/101, 1
31079/176, 1
310799/1110, 1
31081/196, 1
31081/287, 1
31081/423, 1
31082/469, 1
31083/125, 1
31083/385, 1
31085/132, 1
31086/401, 1
31089/100, 1
31089/283, 1
3109/173, 1
31091/150, 1
31092/187, 1
31092/263, 1
31093/101, 2
31093/619, 1
31094/165, 1
31094/95, 1
31095/539, 1
31097/184, 2
31099/100, 1
31099/120, 1
31099/242, 1
31099/257, 1
311/1, 5
311/2, 1
311/4, 4
31100/100, 9
31101/254, 1
31101/256, 1
31104/217, 1
31105/203, 1
31105/938, 1
31107/169, 2
31107/404, 1
31112/131, 1
31114/231, 1
31115/267, 1
31115/419, 1
31117/121, 1
31119/197, 1
31119/377, 1
31119/97, 1
3112/1893, 1
31120/197, 1
31120/231, 1
31120/277, 1
31121/162, 1
31121/253, 1
31122/100, 1
311227/1308, 1
31123/152, 1
31123/176, 1
31123/574, 1
31124/101, 1
31124/161, 1
31125/100, 13
31125/97, 1
31126/437, 1
31127/358, 1
31128/379, 1
31128/485, 1
31129/204, 1
31129/590, 1
3113/2220, 1
31130/151, 1
31130/177, 1
31130/623, 1
31133/127, 1
31133/179, 1
31135/136, 1
31137/100, 1
31137/292, 1
31139/124, 2
31141/125, 1
31141/150, 1
31143/278, 1
31143/457, 1
31148/175, 1
31148/209, 1
31148/243, 1
31149/149, 1
31149/169, 1
31149/88, 1
31150/100, 11
31150/311, 1
31150/489, 1
311517/1913, 1
31152/149, 1
31152/155, 1
31153/107, 1
31153/164, 1
31154/251, 1
31154/375, 1
31157/209, 1
31157/314, 1
31158/193, 1
31159/244, 1
31159/361, 1
31159/90, 1
31160/351, 1
31161/107, 1
31161/190, 1
31161/263, 1
31162/135, 1
31163/509, 1
31165/382, 1
31167/287, 1
31167/3278, 1
31168/173, 2
31169/89, 1
31169/92, 1
31171/152, 1
31171/268, 1
31172/193, 1
31174/243, 1
31175/100, 10
31177/91, 1
31180/137, 1
31181/288, 1
31183/216, 1
31185/149, 1
31187/100, 1
31187/115, 1
31187/335, 2
3119/100, 1
3119/16384, 1
31190/909, 1
31192/165, 1
31193/145, 1
31193/214, 1
31193/399, 1
31195/173, 1
31196/123, 1
31196/261, 2
31197/235, 1
31198/100, 1
31199/102, 1
31199/158, 1
312/1, 10
31200/100, 13
31201/253, 1
31201/604, 1
31203/212, 1
31205/100, 1
31207/162, 1
31208/137, 1
31208/209, 1
3121/185, 1
31210/213, 1
31211/347, 1
31213/122, 1
31214/409, 1
31219/1198, 1
31219/213, 1
31219/314, 1
3122/95, 1
31220/381, 1
31222/91, 1
31223/261, 1
31223/386, 1
31223/555, 1
31225/100, 13
31225/174, 1
31225/237, 1
31225/254, 1
31227/190, 1
31229/147, 1
31231/132, 1
31231/139, 1
31231/900, 1
31231/952, 1
31232/203, 1
31232/257, 1
31233/206, 1
31233/478, 1
31234/503, 1
31235/192, 1
31238/139, 1
312403/891, 1
31241/239, 1
31242/139, 1
31243/88, 1
31244/353, 1
31245/109, 1
31245/254, 1
31246/191, 1
31246/201, 1
31246/285, 1
31247/105, 1
31247/112, 1
31247/1862, 1
31247/355, 1
31248/100, 1
31248/151, 1
31249/128, 1
31249/357, 1
3125/100, 3
31250/100, 9
31251/155, 1
31251/346, 1
31251/95, 1
31252/103, 1
31252/121, 1
31252/1777, 1
31253/182, 1
31255/100, 1
31255/213, 1
312567/1871, 1
31257/181, 1
31258/115, 1
31258/175, 1
31259/222, 2
31259/249, 1
31259/280, 1
31259/97, 1
3126/11, 1
31262/157, 1
31262/339, 1
31263/91, 1
31265/151, 1
31267/138, 1
31267/158, 1
31268/93, 1
3127/465, 1
31270/429, 1
31271/107, 1
31271/145, 1
31271/224, 1
31272/337, 1
312723/1627, 1
31273/164, 1
31275/100, 8
31275/229, 2
312763/3275, 1
31277/100, 1
31277/120, 1
31277/512, 1
31279/170, 1
31279/206, 1
31279/622, 1
31279/89, 1
3128/57, 1
3128/623, 1
31280/233, 1
31280/87, 1
31281/221, 1
31282/121, 1
31282/97, 1
31283/115, 1
31283/982, 1
31284/419, 1
31285/326, 1
31286/279, 1
31286/89, 1
31288/129, 1
31288/263, 1
312886/1713, 1
31290/121, 1
31290/143, 1
31293/173, 1
31299/139, 1
313/1, 9
31300/100, 9
313002/2041, 1
31301/178, 1
31301/194, 1
31301/266, 1
31301/400, 1
31303/206, 1
31306/119, 1
31306/159, 1
31306/211, 1
31307/156, 1
31307/269, 1
31307/459, 1
31309/110, 1
31309/186, 1
31309/221, 1
3131/75, 1
31310/117, 1
31310/97, 1
31311/148, 1
31311/241, 1
31312/777, 1
31313/153, 1
31313/287, 1
31314/229, 1
31316/129, 1
31316/157, 1
31316/263, 1
31316/317, 1
31316/321, 1
31317/163, 2
313175/889, 1
31318/247, 1
31321/282, 1
313217/927, 1
31324/100, 1
31325/100, 10
31327/122, 1
31327/180, 1
31329/254, 1
3133/367, 1
31330/161, 1
31331/1461, 1
31331/749, 1
31332/223, 1
31332/655, 1
31335/173, 1
31337/115, 1
31339/403, 1
31341/287, 1
31342/161, 1
31342/177, 1
31343/223, 1
31343/262, 1
31343/605, 1
31345/152, 1
31347/115, 1
31347/203, 1
31347/899, 1
31348/173, 1
3135/298, 1
31350/100, 7
31351/117, 1
31351/364, 1
31352/495, 1
313527/1310, 1
31353/146, 1
31353/193, 1
31353/244, 1
31354/329, 1
31355/133, 1
31355/234, 1
31356/295, 1
31357/140, 1
31358/165, 1
31358/279, 3
31363/154, 1
31364/197, 1
31365/146, 1
31365/173, 2
31367/100, 1
31367/149, 2
31367/156, 1
31367/164, 1
31369/102, 1
31369/128, 1
31369/88, 1
3137/450, 1
313720/1167, 1
31373/118, 1
31375/100, 10
31375/297, 1
31376/269, 1
31376/271, 1
31376/533, 1
31377/115, 1
31377/226, 1
31378/209, 1
31379/105, 1
31381/165, 1
31382/100, 1
31383/166, 1
31383/325, 1
31383/514, 1
31387/178, 1
313875/883, 1
31388/321, 1
31388/447, 1
3139/4014, 1
31390/1613, 1
313901/1074, 1
31391/117, 1
31391/121, 1
31391/225, 1
31391/285, 1
31391/321, 1
31391/409, 1
31393/109, 1
313937/978, 1
31394/101, 1
31395/209, 1
31397/284, 1
31399/97, 1
31399/98, 1
314/1, 10
3140/10, 1
31400/100, 17
31401/133, 1
31401/172, 1
31403/882, 1
31405/166, 1
31405/184, 1
31405/272, 1
31407/118, 1
31407/143, 1
31407/250, 1
31411/1732, 1
31412/149, 1
31412/157, 1
31413/281, 1
31415/1024, 1
31415/296, 1
31416/115, 1
31418/123, 1
31418/177, 1
31420/153, 1
31420/697, 1
31423/100, 2
31424/107, 1
31425/100, 11
31425/136, 1
31428/151, 1
31429/1101, 1
31430/167, 1
31430/97, 1
31431/119, 1
31431/121, 1
31431/139, 1
31431/293, 1
31433/213, 1
31434/107, 1
31435/131, 1
31435/151, 1
31436/207, 1
31437/634, 2
31438/511, 1
31439/100, 1
3144/100, 1
31440/149, 1
31440/187, 1
31441/124, 1
31445/100, 1
31445/99, 1
31447/108, 1
31447/327, 1
31448/169, 1
31449/158, 1
3145/100, 1
31450/100, 12
31451/103, 1
31451/111, 1
31451/122, 1
31451/128, 1
31451/130, 1
31451/88, 1
31451/97, 1
31453/152, 1
31454/243, 1
31455/226, 1
31455/244, 1
31457/1904, 1
31459/1038, 1
31459/148, 1
31459/226, 1
31459/97, 1
3146/51, 2
31462/105, 1
31462/113, 1
31463/243, 1
31465/100, 1
31467/128, 1
31467/218, 1
31467/320, 1
31468/249, 1
31468/625, 1
31469/113, 1
31469/93, 1
31469/97, 1
3147/194, 1
31470/121, 1
31471/104, 1
