ifds_CompressedBitsPerPixel ,Count
7142584/1920000, 1
7142736/1920000, 1
7143512/1920000, 1
7144088/3145728, 1
7144624/4085760, 1
7145048/1920000, 1
7145376/1920000, 1
7146056/3145728, 1
7146280/1920000, 1
7146536/1920000, 1
7147048/4085760, 1
7147208/1920000, 1
7148888/3145728, 1
7149104/9980928, 1
7149312/5947392, 1
7149392/3145728, 1
7149680/1920000, 1
7150176/5947392, 1
7150536/1920000, 1
7150960/4085760, 1
7151184/3871488, 1
7151784/3871488, 1
7152016/4085760, 1
7153696/3145728, 1
7155432/4085760, 1
7155464/1920000, 1
7155568/1920000, 1
7155984/1920000, 1
7156280/5038848, 1
7156360/3145728, 1
7157424/9980928, 1
7157728/1920000, 2
7158616/5947392, 1
7158640/3145728, 1
7159192/4085760, 1
7159664/3871488, 1
7159832/3145728, 1
7160136/4085760, 1
716072/393216, 1
7160720/3145728, 1
7161296/3871488, 1
7162528/3871488, 1
7162568/3871488, 1
716260/393216, 1
7162680/4085760, 1
7162880/3145728, 1
7162912/1920000, 1
7163512/4085760, 1
7163784/1920000, 1
7163840/1920000, 1
7164728/3871488, 1
7164952/3145728, 1
7165432/1920000, 1
716557/393216, 1
7165976/3145728, 1
7166392/1920000, 1
7166432/1920000, 1
7166536/3145728, 1
7166736/4085760, 1
7167144/1920000, 1
7167528/1920000, 1
716800/1920000, 15
7168616/1920000, 1
7168936/5038848, 1
716940/393216, 1
7169568/3145728, 1
7169856/1920000, 1
716992/307200, 1
7170208/3145728, 1
7170240/3145728, 1
7170648/1920000, 1
7171264/3112960, 1
7171800/3145728, 1
7171920/3145728, 1
7172352/1920000, 2
7172504/3145728, 1
7173280/1920000, 1
7173544/1920000, 1
7173864/1920000, 1
7174160/1920000, 1
7175372/1500000, 1
7175640/3871488, 1
7175736/4085760, 1
7176/2269, 1
7176432/3145728, 1
7176976/3871488, 1
7178000/1920000, 1
7178800/4085760, 1
7179288/1920000, 1
7179888/3145728, 1
7180368/1920000, 1
7181912/1920000, 1
7182328/1920000, 1
7182720/2088960, 1
7183/1465, 1
7183624/1920000, 1
7183808/4085760, 1
7184200/1920000, 1
7184944/1920000, 1
7185024/3145728, 1
7186488/1920000, 1
7186776/5038848, 1
7186864/3145728, 1
7187008/1920000, 1
7187320/1920000, 1
7187648/3871488, 1
7187816/1920000, 1
7188256/3145728, 1
7189392/3145728, 1
7189552/3145728, 1
7189872/1500000, 1
7190096/1920000, 1
7190392/1920000, 1
7193056/3871488, 1
7193416/3145728, 1
7193440/1920000, 1
7194464/1920000, 1
7194512/4915200, 1
7195544/1920000, 1
719641/393216, 1
7196432/1920000, 1
7196752/4085760, 1
7198920/1920000, 1
7198968/3871488, 1
7198976/3145728, 1
7199080/1920000, 1
7199816/3871488, 1
720075/393216, 1
7200856/4085760, 1
7203024/1920000, 1
7205784/7077888, 1
7206544/3145728, 1
7207072/1920000, 1
7207432/3871488, 1
7208248/3145728, 1
7209304/1920000, 2
7209552/1920000, 1
7210016/4085760, 1
721080/393216, 1
7210952/1920000, 1
7210984/4085760, 1
7211328/1920000, 1
7212016/3145728, 1
7212368/4085760, 1
7212536/1920000, 1
7213632/3145728, 1
7214512/7077888, 1
7215032/1920000, 1
7215048/3145728, 1
7215352/4085760, 1
7216352/3145728, 1
7217088/1920000, 1
7217752/4085760, 1
7218576/1920000, 1
7218784/1920000, 1
7218920/3145728, 1
7219296/4085760, 1
7219880/1920000, 2
7220208/3145728, 1
7220248/5038848, 1
7220440/3145728, 1
7221368/1920000, 1
7221376/3145728, 1
722190/663552, 1
7222232/3145728, 1
7223/1542, 1
7223240/3145728, 1
7223400/1920000, 1
722365/393216, 1
7224192/4085760, 1
7224928/1500000, 1
7225328/4085760, 1
7225784/3145728, 1
7226320/3145728, 1
7226704/3145728, 1
7226744/1920000, 1
7229192/4085760, 1
7229576/4085760, 1
7230128/1920000, 1
7230728/3145728, 1
7231200/3145728, 1
7231216/4085760, 1
7231576/3871488, 1
7232/2249, 1
723247/393216, 1
7233472/4085760, 2
7234784/3145728, 2
7234864/3145728, 1
723489/4915200, 1
7235260/1500000, 1
7235400/3145728, 1
7236528/3871488, 1
723756/393216, 1
7238872/4085760, 1
7239136/4085760, 1
7239856/1920000, 1
7239864/1920000, 1
7240168/3145728, 1
7241032/3145728, 1
7241272/3145728, 1
7241408/3145728, 1
7241898/1382400, 1
7242120/4085760, 1
7242248/4085760, 1
7243808/5028352, 1
7244096/3145728, 1
7245304/1920000, 1
7245424/3145728, 1
7246752/1920000, 1
7246880/3145728, 1
7247888/1920000, 1
7248432/5038848, 1
7249392/4085760, 1
7249800/5038848, 2
7250096/1920000, 1
725013/393216, 1
7250624/1920000, 1
7250752/5028352, 1
7251000/1920000, 1
7251552/1920000, 1
7251640/4085760, 1
7251936/1920000, 1
7252016/1920000, 1
725204/393216, 1
7252056/3145728, 1
7252136/4085760, 1
7252176/4085760, 1
7252823/1382400, 1
7252864/3145728, 1
7253312/1920000, 1
7253832/3145728, 1
725488/393216, 1
7254960/1920000, 1
7255016/3145728, 1
7256072/1920000, 1
7256488/3112960, 1
7256752/5028352, 1
7257232/3871488, 1
7257352/1920000, 1
7257864/4085760, 1
7258560/1920000, 1
7258696/4085760, 1
7260279/1500000, 1
7260320/1920000, 1
7261016/3871488, 1
7261640/1920000, 1
7262864/3145728, 1
7264656/1920000, 1
7265576/3145728, 1
7265832/3145728, 1
7266320/3145728, 1
7267240/4085760, 1
7267736/3145728, 1
7267752/1920000, 1
7267968/3145728, 1
7268016/1900800, 1
7268304/3871488, 1
7268624/1920000, 1
7268656/1920000, 1
7268680/1920000, 1
7268952/1920000, 1
7269640/4085760, 1
727016/843750, 1
727040/1920000, 89
7271/3435, 1
7271656/3145728, 1
7272824/1920000, 1
7272928/3145728, 1
7273080/3145728, 1
7273520/1920000, 1
7273808/1920000, 1
7274072/3145728, 1
7274176/3145728, 1
7274579/1382400, 1
727592/307200, 1
7276280/3145728, 1
7276480/3145728, 1
7276544/3145728, 1
7276624/1920000, 1
7277680/3145728, 1
7277992/4085760, 1
7278120/4085760, 1
7278424/3145728, 2
7278656/1920000, 1
727875/393216, 1
7279112/7077888, 1
7281/3539, 1
7281456/1920000, 1
7281592/4085760, 1
7281624/1920000, 1
7282184/4085760, 1
7282568/1920000, 1
7283144/1920000, 1
7283288/3112960, 1
7284432/1920000, 1
7285296/1920000, 1
728544/786432, 1
7285744/1920000, 1
7286072/1920000, 1
7286864/9980928, 1
7286912/4085760, 1
7287208/4085760, 1
7287368/1920000, 1
7287488/3145728, 1
7287544/1920000, 1
728888/307200, 1
7289704/3112960, 1
7291176/3145728, 1
729138/393216, 1
7292160/4085760, 1
7292384/1920000, 1
7292664/3145728, 1
7292728/4085760, 1
7293152/1920000, 1
7295312/3145728, 1
7295660/1500000, 1
7295832/4085760, 1
7296128/1920000, 1
7296496/1920000, 1
729660/663552, 1
7296776/4085760, 1
7297480/3145728, 1
7297536/1920000, 1
7297537/1382400, 1
7298848/1920000, 1
7299152/4085760, 1
7299184/1500000, 1
7299568/5038848, 1
7299944/1920000, 1
7300248/3145728, 1
7301128/1920000, 1
7302056/1920000, 1
7302488/1920000, 1
7303048/1920000, 1
7303064/1920000, 1
7303728/1920000, 1
7303728/3145728, 1
7303864/3145728, 1
7303896/1920000, 1
7304016/4085760, 1
7304552/3145728, 1
7305552/3145728, 1
7305680/3145728, 1
7305968/1920000, 1
7306576/1920000, 1
7307/3523, 1
730729/843750, 1
7308256/1920000, 1
7308896/3145728, 1
7309424/3145728, 1
7309568/1920000, 1
7309816/3871488, 1
7310576/1920000, 1
7310928/3871488, 1
7311072/4085760, 1
7311464/1920000, 1
7311680/1920000, 1
7311888/5947392, 1
7312152/3871488, 1
7312264/3145728, 1
7312768/1920000, 1
7312912/3145728, 1
7313072/1920000, 1
7313488/4085760, 1
7314264/4085760, 1
7315448/3145728, 1
7316208/1920000, 1
7316272/4085760, 1
7317832/1920000, 1
7318160/1920000, 1
7318464/4085760, 1
731917/393216, 1
7319560/1920000, 1
7319688/5038848, 1
7320480/3145728, 1
7320688/4085760, 1
7320816/4085760, 1
7321024/3145728, 1
7321440/1920000, 1
7323288/3145728, 1
7323288/4085760, 1
7325648/2088960, 1
7326896/5028352, 1
7327544/5947392, 1
7327856/1920000, 1
7328397/1382400, 1
7328712/1920000, 1
7329168/1920000, 1
7329624/4085760, 1
7329720/4085760, 1
7329994/1382400, 1
7331856/3145728, 1
7332824/3145728, 1
7333608/4085760, 1
7334136/1920000, 1
7334608/5038848, 1
7334688/1920000, 1
7335264/3145728, 1
7335992/1500000, 1
7336496/3871488, 1
7337424/4085760, 1
7338376/1920000, 1
7341568/4085760, 1
7341792/1920000, 1
7343424/1920000, 1
7343704/1920000, 1
7344256/1920000, 1
7344304/1920000, 1
7344408/1920000, 1
7344616/1920000, 1
7344864/1920000, 1
7345408/1920000, 1
7345520/1920000, 1
734558/393216, 1
7345744/1920000, 1
7345920/3145728, 1
7345936/4085760, 1
7346296/4085760, 1
7346360/1920000, 1
7346928/4915200, 1
7347080/1920000, 1
7347712/3145728, 1
7347981/1500000, 1
7349016/3871488, 1
7349758/1382400, 1
7349992/1920000, 1
7350960/1920000, 1
7352176/3871488, 1
7352248/1920000, 1
7352952/1920000, 1
7353352/1920000, 2
7354072/3145728, 1
7355152/1920000, 1
7355672/1920000, 1
7356512/1920000, 1
735680/307200, 1
7356968/1920000, 1
7357160/1920000, 1
7357192/1920000, 1
7357440/1920000, 1
7358/2649, 1
7359/3574, 1
7359968/9980928, 1
7361320/3145728, 1
7361544/1920000, 1
7361952/1920000, 1
7362672/4085760, 1
7362960/1920000, 1
7363032/1920000, 1
7363168/3871488, 1
7363848/1920000, 1
7363984/1920000, 1
7364032/1920000, 1
7364336/3871488, 2
7365024/1920000, 1
7365120/1920000, 2
7366200/1920000, 1
7366272/4085760, 1
7366752/1920000, 1
7368625/1382400, 1
7369544/1920000, 1
7369760/1920000, 1
7371232/1920000, 1
7372400/1920000, 1
7372704/4915200, 1
737280/307200, 4
7373000/1920000, 1
7374604/1382400, 1
7375376/4085760, 1
7375696/4085760, 1
7375864/1920000, 1
7376768/3871488, 1
7377200/2764800, 1
7379480/1920000, 1
7380528/4085760, 1
7380608/4085760, 1
7381384/1920000, 1
7382880/1920000, 1
7383384/5947392, 1
7383456/1920000, 1
7383624/1920000, 1
7383680/1920000, 1
7383784/1920000, 1
7384008/1920000, 1
7384848/1920000, 1
7386864/1920000, 1
7387000/1920000, 1
738704/307200, 2
738801/633000, 1
7389040/1920000, 1
7389296/1920000, 1
7389472/3871488, 1
7390192/1920000, 1
7390344/1920000, 1
7390912/1920000, 1
7391040/4085760, 1
7391872/1920000, 1
7392611/1500000, 1
7393720/1920000, 1
7393777/1382400, 1
7394688/3145728, 1
7394808/4085760, 1
7394888/1920000, 1
7395424/3145728, 1
7395448/259200, 1
7395688/1920000, 1
7396080/1920000, 1
7396360/259200, 1
7396840/1920000, 1
7397235/1382400, 2
7397864/1920000, 1
7399104/4085760, 1
7399896/1920000, 1
7400016/1920000, 1
7400296/2088960, 1
7401272/4085760, 1
7401312/3871488, 2
7401824/1920000, 1
7401936/4085760, 1
7402608/4085760, 1
7402808/1920000, 1
7403000/1920000, 1
7403368/1920000, 1
7403784/1920000, 1
7404168/9980928, 1
7404912/1920000, 1
7405520/3871488, 1
740592/393216, 1
7406784/3871488, 1
7406944/1920000, 1
7407616/1920000, 1
7408328/4085760, 1
7408696/4085760, 1
7408808/3112960, 1
7409/7629, 1
7409488/1920000, 1
7410520/4085760, 1
7411016/1920000, 1
7411488/1920000, 1
7411536/1920000, 1
7412200/3145728, 2
7414000/1920000, 1
7414072/1920000, 1
7414256/1920000, 1
7414360/1920000, 1
7415256/1920000, 1
7415912/4085760, 1
7416000/259200, 1
7416201/1382400, 1
7416312/3871488, 1
7416400/4085760, 1
7416944/4085760, 1
7417/3616, 1
7417344/1920000, 1
7417456/1920000, 1
7418832/1920000, 1
7419050/1382400, 1
7419352/5947392, 1
7420000/3112960, 1
7420152/4085760, 1
7420416/5947392, 1
7420680/1920000, 1
7421032/1920000, 1
7421224/1920000, 1
7421328/1920000, 1
7421728/1920000, 1
7423248/5038848, 1
7423440/1920000, 1
7423464/4085760, 1
7424000/1920000, 1
7424216/1920000, 1
7424656/3145728, 1
7424800/3871488, 1
742496/307200, 1
7425165/1500000, 1
7425584/4085760, 1
7426248/4085760, 2
7426416/4085760, 1
7427280/3145728, 1
7427640/9980928, 2
7428104/1920000, 1
7428304/1920000, 1
7428352/4085760, 1
7428368/1920000, 1
7428608/1920000, 1
7428712/1920000, 1
7428728/4085760, 1
7429976/1920000, 2
743047/663552, 1
7430672/3871488, 1
7430728/1920000, 1
7430784/1920000, 1
7431072/3871488, 1
7431392/1920000, 1
7431880/1920000, 1
7433000/1920000, 1
7433208/4085760, 1
7433856/1920000, 1
7434408/1920000, 1
7434624/1920000, 1
7434968/1920000, 1
7435136/1920000, 1
7435240/1920000, 1
7435664/1920000, 1
7435888/1920000, 1
7435896/1920000, 1
7435944/1920000, 1
7436192/4085760, 1
7436560/1920000, 1
7437136/1920000, 1
7437608/3145728, 1
7437640/2088960, 1
7438112/1920000, 1
7438376/4085760, 1
7440336/1920000, 2
7440368/3871488, 1
7440640/1920000, 1
7440760/5947392, 1
7440864/3871488, 1
7441536/1920000, 1
7442528/1920000, 1
7443456/1920000, 1
7443824/1920000, 1
7444176/9980928, 1
7444704/259200, 1
7445496/1920000, 2
7445712/1920000, 1
7446/3541, 1
7446208/1920000, 1
7446368/4085760, 1
7446376/1920000, 1
7446592/3871488, 1
744675/393216, 1
7446864/1920000, 1
7447072/1920000, 1
7447688/4085760, 1
7447912/1382400, 1
7447952/1920000, 1
7448008/1920000, 1
7448224/1920000, 1
7448240/1920000, 1
7448592/4085760, 1
7448792/1920000, 1
7449/3743, 2
7449208/1920000, 1
7449480/3871488, 1
7449744/1920000, 1
744982/393216, 1
7449920/2088960, 1
7450032/2764800, 1
7450112/3871488, 1
7451008/3871488, 1
7452768/3871488, 1
7453512/1920000, 1
7453656/1920000, 2
7453736/1920000, 1
7453984/5028352, 1
7454392/1920000, 1
7454616/1920000, 1
7454896/1920000, 1
7454968/5947392, 1
7455976/4085760, 1
7456480/1920000, 1
7456496/1920000, 1
7456560/1920000, 1
7456752/1920000, 1
7456888/4085760, 1
7457296/1920000, 3
7457352/1920000, 1
7457824/1920000, 1
7458048/259200, 1
7458560/3871488, 1
7458744/2764800, 1
7459360/1920000, 1
7459632/4085760, 1
7460240/3871488, 1
7460400/1920000, 1
7460848/1920000, 1
7460928/1920000, 1
7461448/1920000, 1
7461616/1920000, 1
7462120/1920000, 1
7462208/1920000, 1
746230/393216, 1
7462600/5038848, 1
7462672/4085760, 1
7462784/1920000, 1
7462832/259200, 1
7462920/1920000, 1
7462952/1920000, 1
7463072/1920000, 1
7463208/1920000, 1
7463296/1920000, 1
7463688/1920000, 1
7463696/3871488, 1
7463904/3871488, 1
7464584/259200, 1
7465192/1920000, 1
746530/393216, 1
7465304/1920000, 1
7465832/1920000, 1
7466952/4085760, 1
7467/3107, 1
7467176/3145728, 1
7467776/4085760, 1
7467984/1920000, 1
7468456/3871488, 1
7468848/9980928, 1
7469136/1920000, 1
7469328/3145728, 1
7469472/4085760, 1
7470160/1920000, 1
7470744/1920000, 1
7470752/4085760, 1
7471000/1920000, 1
7471056/3871488, 1
7471936/4085760, 1
7472608/1920000, 1
7472768/3871488, 1
7472984/1920000, 1
7473032/1920000, 1
7473096/1920000, 1
7473279/1500000, 1
747328/307200, 1
7473296/4085760, 1
7473360/3871488, 1
7473680/3871488, 1
7473768/1920000, 1
7473856/1920000, 1
7474080/3871488, 2
7474168/1920000, 1
7474376/4085760, 1
7474680/1920000, 1
7474848/5947392, 1
7475016/1920000, 1
7475120/2088960, 1
747520/1920000, 256
7475440/1920000, 1
7475888/3871488, 1
7476496/1920000, 1
7476624/1920000, 1
7477216/1920000, 1
7477528/1920000, 1
7477760/1920000, 1
7478424/1920000, 1
7478552/3871488, 1
7478632/1920000, 1
7478976/1920000, 1
7479024/4085760, 1
7479088/1920000, 1
7479408/3145728, 1
7479416/1920000, 1
7479904/3871488, 1
7479960/1920000, 1
7480088/1920000, 1
7480104/3871488, 1
7480144/3871488, 1
7480608/1920000, 1
748096/393216, 1
7481672/1920000, 1
7481712/259200, 1
7482496/1920000, 1
7482792/1920000, 1
7482856/3871488, 1
7483080/1920000, 1
7483192/5038848, 1
7483536/1920000, 1
7483544/1920000, 1
7483896/1920000, 1
7483960/3871488, 1
7484184/3871488, 1
7484544/1920000, 1
7484800/1920000, 1
7485080/3871488, 1
7485152/1920000, 1
7485416/1920000, 1
7486272/1920000, 1
7486312/4085760, 1
7486864/3871488, 2
7487144/1920000, 1
7487480/1920000, 1
7487632/1920000, 1
7487696/1920000, 1
748810/393216, 1
7488488/1920000, 1
7488912/1920000, 1
7488928/1920000, 1
7489480/1920000, 1
7489848/1920000, 1
7490095/1500000, 1
7490592/4085760, 1
7490608/4085760, 1
749142/393216, 1
7491968/3871488, 2
749199/393216, 1
7492256/1920000, 1
7492640/4085760, 1
7492712/1920000, 1
7493304/1920000, 1
7493888/1920000, 1
7494384/1920000, 1
7494472/4085760, 1
7494504/1920000, 1
7495184/5947392, 1
7495632/4085760, 1
7495719/1500000, 1
7496128/1920000, 1
7496168/9980928, 2
7496208/5038848, 2
7497256/1920000, 1
7497376/4085760, 1
7497656/1920000, 1
7497896/1920000, 1
7498344/1920000, 1
7498536/3145728, 1
7498744/4085760, 1
7498960/4085760, 1
7499064/1920000, 1
7499120/1920000, 1
7499648/1920000, 1
749989/633000, 1
749993/393216, 1
75/100, 49
7500216/1920000, 1
7500224/1920000, 1
7500264/1920000, 1
7500376/1920000, 1
7500464/4085760, 1
7500592/1920000, 1
7501312/259200, 1
7501704/3871488, 1
7501824/4085760, 1
7502128/1920000, 1
7502768/4085760, 1
7503032/1920000, 1
7503632/1920000, 1
7503696/4085760, 1
7504240/3145728, 1
7504352/7077888, 1
7504464/5028352, 1
7504784/3871488, 1
7505296/1920000, 1
7505408/3871488, 1
7505760/4085760, 1
7506256/1920000, 1
7506534/1382400, 1
7506640/1920000, 1
7506800/5038848, 1
7507008/1920000, 1
7507280/259200, 1
7507440/4085760, 1
7507720/259200, 1
7508/1511, 1
7508176/3871488, 1
7508200/1920000, 1
7508608/1920000, 1
7509112/1920000, 1
7510096/4085760, 1
751047/393216, 1
7510960/3871488, 1
7511472/1920000, 1
7511584/1920000, 1
7511592/1920000, 1
7512036/1382400, 1
7512080/1920000, 1
7512128/4085760, 1
7512304/3871488, 1
7512504/259200, 1
7512512/1920000, 1
7513432/1920000, 1
751404/393216, 1
7514160/4085760, 1
7514192/3871488, 1
7514296/3871488, 1
7514304/1920000, 1
7514336/5947392, 1
7514864/1920000, 1
7515/3664, 2
7515528/1920000, 1
7515864/1920000, 1
7516120/1920000, 1
7516328/1920000, 1
7516352/4085760, 1
7516888/1920000, 1
7517640/1920000, 1
7517944/1920000, 1
7518264/4085760, 1
7518272/1920000, 1
751832/307200, 1
7518392/1920000, 1
7518600/1920000, 1
7519320/1920000, 1
7519888/1920000, 1
7520016/4085760, 1
7520376/4085760, 1
7520536/1920000, 1
7520584/4085760, 1
7520808/2088960, 1
7521320/1920000, 1
7521408/1920000, 1
7521442/1382400, 2
7521448/4085760, 1
7521512/1920000, 1
7521568/4085760, 1
7521744/1920000, 1
7521936/3871488, 1
7522552/1920000, 1
7523784/3871488, 1
7524136/4085760, 1
7524464/3871488, 1
7524656/1920000, 1
7525008/1920000, 1
7525344/1920000, 1
7525712/3145728, 1
7526568/1920000, 1
7527/3812, 1
7527296/3871488, 1
7528176/1920000, 1
7528360/1920000, 1
7528520/1920000, 1
7528968/4085760, 1
7530640/1920000, 1
7531104/1920000, 1
7531456/1920000, 1
7531848/4085760, 1
7532640/4085760, 1
7532968/3145728, 1
753324/663552, 1
7533344/1920000, 1
7533424/4085760, 1
7535024/3871488, 1
7535368/4085760, 1
7535688/1920000, 1
7536280/4085760, 1
7536760/1920000, 1
7537128/1920000, 1
7537240/4085760, 1
7537264/4085760, 1
7537360/1920000, 1
7537856/259200, 1
7539392/4085760, 1
7539552/1920000, 1
7539664/4085760, 1
7539824/259200, 1
7540304/1920000, 1
7540344/2764800, 1
7540536/1920000, 1
7540656/1920000, 1
7541528/1920000, 1
7541672/1920000, 1
7541984/1920000, 2
7542680/1920000, 2
7542928/1920000, 1
7544648/4085760, 1
7544952/1920000, 1
7545088/4085760, 1
7545280/1920000, 1
7545384/1920000, 1
7545664/3145728, 1
7547600/4085760, 1
7547888/3871488, 1
7549256/1920000, 1
7549696/4085760, 1
7549704/1920000, 1
7550712/3145728, 2
7551064/259200, 1
7551560/1920000, 1
7552272/5947392, 1
7552673/1500000, 1
7553280/1920000, 1
7553368/1920000, 1
7553776/1920000, 1
7553928/1920000, 1
7554320/1920000, 1
7554320/4085760, 1
7554384/4085760, 1
7554544/1920000, 1
7554608/1920000, 1
7555328/3871488, 1
7556072/13996800, 1
7556144/4085760, 1
7556672/3871488, 1
7556712/4085760, 1
7556784/259200, 1
7557472/1920000, 1
7557704/4085760, 1
7558040/5038848, 1
7558880/1920000, 1
7559480/1920000, 1
7559784/1920000, 1
7560120/4085760, 1
7561200/259200, 1
7562560/259200, 1
7562688/4085760, 1
7563037/1500000, 1
7563440/1920000, 1
7564104/1920000, 1
7565520/3871488, 1
756600/307200, 1
7566136/4085760, 1
7566440/3871488, 1
7566528/1920000, 1
7566936/1920000, 1
7567504/1920000, 1
7567800/3871488, 1
7569136/1920000, 1
7569584/3112960, 1
7570078/1382400, 1
7572112/1920000, 1
7572352/1920000, 1
7572624/4085760, 1
7572664/3871488, 1
757296/307200, 1
7573400/4085760, 1
7573512/1920000, 1
7574184/3871488, 1
7574232/3145728, 1
7574832/1920000, 1
7575088/1920000, 1
7575712/1920000, 1
7576232/1920000, 1
7576264/1920000, 1
757659/393216, 1
7576840/3871488, 1
7576896/3145728, 1
7577128/1920000, 1
7578536/1920000, 1
7580328/5038848, 1
7580832/3871488, 1
7581080/3871488, 1
7581864/1920000, 1
7582824/3871488, 1
7582976/3871488, 1
7583248/4085760, 1
7583312/5028352, 1
7583408/4085760, 1
7583632/1920000, 1
7585472/3871488, 1
7585909/1500000, 1
7585950/1500000, 1
7585952/4085760, 1
7586160/259200, 1
7586256/1920000, 1
7586400/3871488, 1
7586640/259200, 1
7588/3771, 1
758856/393216, 1
7589464/3871488, 1
758968/307200, 1
7589752/1920000, 1
7590016/1920000, 1
7590088/4085760, 1
7591608/1920000, 1
7592760/1920000, 1
7593248/3145728, 1
7593832/1920000, 1
7594576/1920000, 1
7595/3729, 1
7595120/1920000, 1
759543/663552, 1
7595552/3871488, 1
759656/307200, 1
7597184/3686400, 1
7597392/1920000, 1
7597656/4085760, 1
759781/393216, 1
7598192/3871488, 1
7599536/1920000, 1
7600664/3871488, 1
7600808/3871488, 1
7600856/4085760, 1
7601232/4085760, 1
7602592/3871488, 1
7602672/1920000, 1
760278/393216, 2
7603408/1920000, 1
7603656/1920000, 1
7603856/3145728, 1
7604136/1920000, 1
7605872/1920000, 1
7606376/3871488, 1
7606416/1920000, 1
7606448/4085760, 1
7606480/3871488, 1
7606616/259200, 1
7607000/3871488, 1
7607024/5947392, 1
7607312/3871488, 1
7607632/3871488, 1
7607944/5038848, 1
7608304/4085760, 1
7608752/3871488, 1
7608888/259200, 1
7608904/259200, 1
7609056/1920000, 1
7609312/4915200, 1
760952/393216, 1
7611072/7077888, 1
7611216/3871488, 1
7611400/1920000, 1
7611488/1920000, 1
761177/393216, 1
7612632/259200, 1
7612848/1920000, 1
7613032/1920000, 1
7613464/1920000, 1
7613624/1920000, 1
7613872/1920000, 1
7613872/3871488, 1
7615264/1920000, 1
