ifdg_GPSLongitude ,Count
120 deg 58 55.200, 2
120 deg 58 55.800, 1
120 deg 58 55.991, 1
120 deg 58 56.634, 1
120 deg 58 58.483, 8
120 deg 58 59.400, 1
120 deg 58 59.534, 4
120 deg 58 59.884, 10
120 deg 58 7.131, 1
120 deg 58 8.924, 2
120 deg 58 9.600, 1
120 deg 58 9.642, 1
120 deg 58 9.756, 3
120 deg 58 9.785, 3
120 deg 59 0.600, 1
120 deg 59 0.684, 7
120 deg 59 0.930, 1
120 deg 59 10.577, 2
120 deg 59 11.580, 1
120 deg 59 11.740, 1
120 deg 59 15.480, 1
120 deg 59 15.600, 1
120 deg 59 16.110, 1
120 deg 59 2.286, 5
120 deg 59 2.345, 1
120 deg 59 22.650, 1
120 deg 59 22.700, 3
120 deg 59 23.019, 1
120 deg 59 23.246, 1
120 deg 59 23.546, 2
120 deg 59 24.600, 1
120 deg 59 25.557, 2
120 deg 59 26.160, 3
120 deg 59 29.209, 1
120 deg 59 3.000, 1
120 deg 59 33.810, 1
120 deg 59 38.400, 2
120 deg 59 44.400, 3
120 deg 59 45.000, 1
120 deg 59 45.600, 1
120 deg 59 46.957, 10
120 deg 59 47.411, 2
120 deg 59 47.639, 4
120 deg 59 47.866, 6
120 deg 59 52.800, 2
120 deg 59 6.000, 4
120 deg 59 6.432, 1
120 deg 59 6.540, 1
120 deg 59 6.851, 1
120 deg 59 7.013, 1
120 deg 59 7.794, 1
120 deg 59 8.400, 1
120 deg 6 19.200, 1
120 deg 6 19.800, 1
120 deg 6 35.398, 1
120 deg 6 41.400, 1
120 deg 6 42.680, 1
120 deg 6 46.082, 1
120 deg 7 11.430, 1
120 deg 7 13.800, 2
120 deg 7 16.200, 1
120 deg 7 16.210, 1
120 deg 7 17.000, 1
120 deg 7 21.000, 1
120 deg 7 22.200, 1
120 deg 7 24.000, 5
120 deg 7 30.960, 1
120 deg 7 36.000, 1
120 deg 7 49.200, 1
120 deg 7 50.400, 1
120 deg 7 54.000, 1
120 deg 7 57.080, 2
120 deg 7 58.560, 1
120 deg 8 0.000, 1
120 deg 8 19.259, 1
120 deg 8 19.284, 1
120 deg 8 19.547, 1
120 deg 8 27.020, 1
120 deg 8 28.000, 1
120 deg 8 34.800, 3
120 deg 8 4.800, 1
120 deg 8 40.074, 1
120 deg 8 41.195, 1
120 deg 8 5.070, 1
120 deg 8 7.000, 1
120 deg 8 8.400, 1
120 deg 9 12.090, 1
120 deg 9 24.455, 2
120 deg 9 29.000, 4
120 deg 9 31.200, 1
120 deg 9 33.488, 2
120 deg 9 34.390, 1
120 deg 9 34.652, 1
120 deg 9 34.890, 1
120 deg 9 35.460, 1
120 deg 9 36.000, 1
120 deg 9 36.860, 1
120 deg 9 37.910, 1
120 deg 9 37.960, 1
120 deg 9 38.240, 1
120 deg 9 38.412, 3
120 deg 9 38.430, 1
120 deg 9 38.972, 2
120 deg 9 41.084, 1
120 deg 9 41.439, 1
120 deg 9 41.810, 2
120 deg 9 41.950, 1
120 deg 9 42.520, 1
120 deg 9 50.350, 1
120 deg 9 50.570, 1
120 deg 9 54.126, 1
120 deg 9 56.254, 1
120 deg 9 58.025, 2
120 deg 9 58.123, 1
120 deg 9 58.206, 1
121 deg 0 14.140, 1
121 deg 0 14.640, 1
121 deg 0 15.130, 1
121 deg 0 16.920, 1
121 deg 0 17.400, 1
121 deg 0 2.000, 1
121 deg 0 22.133, 2
121 deg 0 22.536, 3
121 deg 0 22.968, 2
121 deg 0 37.800, 2
121 deg 0 42.240, 1
121 deg 0 42.630, 1
121 deg 0 45.600, 1
121 deg 0 52.158, 1
121 deg 0 52.800, 1
121 deg 0 56.417, 1
121 deg 0 56.442, 1
121 deg 0 57.131, 1
121 deg 0 57.349, 1
121 deg 0 6.000, 1
121 deg 0 9.000, 1
121 deg 1 0.858, 1
121 deg 1 11.441, 1
121 deg 1 11.660, 3
121 deg 1 12.000, 1
121 deg 1 14.930, 1
121 deg 1 15.560, 1
121 deg 1 15.940, 1
121 deg 1 16.110, 1
121 deg 1 16.190, 1
121 deg 1 16.250, 1
121 deg 1 17.260, 1
121 deg 1 17.400, 6
121 deg 1 17.958, 1
121 deg 1 18.000, 1
121 deg 1 19.600, 1
121 deg 1 20.400, 1
121 deg 1 20.530, 1
121 deg 1 20.580, 1
121 deg 1 22.040, 1
121 deg 1 22.200, 1
121 deg 1 22.640, 1
121 deg 1 22.810, 2
121 deg 1 22.970, 1
121 deg 1 23.400, 2
121 deg 1 24.000, 5
121 deg 1 27.000, 2
121 deg 1 27.420, 2
121 deg 1 27.600, 1
121 deg 1 28.549, 1
121 deg 1 3.600, 1
121 deg 1 34.200, 2
121 deg 1 34.537, 1
121 deg 1 35.400, 1
121 deg 1 36.000, 2
121 deg 1 36.570, 1
121 deg 1 36.600, 1
121 deg 1 36.744, 1
121 deg 1 36.798, 1
121 deg 1 37.200, 3
121 deg 1 38.400, 1
121 deg 1 39.600, 1
121 deg 1 43.200, 1
121 deg 1 43.800, 5
121 deg 1 43.860, 1
121 deg 1 44.088, 1
121 deg 1 44.400, 2
121 deg 1 44.892, 1
121 deg 1 45.534, 1
121 deg 1 45.600, 1
121 deg 1 45.738, 1
121 deg 1 46.160, 2
121 deg 1 47.400, 2
121 deg 1 48.000, 1
121 deg 1 49.200, 4
121 deg 1 49.561, 1
121 deg 1 5.400, 2
121 deg 1 51.374, 1
121 deg 1 51.850, 1
121 deg 1 53.190, 1
121 deg 1 54.000, 1
121 deg 1 54.600, 1
121 deg 1 57.600, 1
121 deg 1 6.000, 1
121 deg 10 13.200, 1
121 deg 10 2.240, 1
121 deg 10 2.600, 1
121 deg 10 23.192, 1
121 deg 10 28.220, 1
121 deg 10 54.600, 1
121 deg 11 21.000, 2
121 deg 11 29.117, 1
121 deg 11 3.773, 1
121 deg 11 3.816, 5
121 deg 11 3.840, 1
121 deg 11 3.966, 1
121 deg 11 33.000, 2
121 deg 11 4.127, 2
121 deg 11 4.169, 1
121 deg 11 44.280, 1
121 deg 11 44.710, 1
121 deg 11 45.050, 1
121 deg 11 45.280, 1
121 deg 11 45.290, 1
121 deg 11 45.590, 1
121 deg 11 49.550, 5
121 deg 11 58.800, 2
121 deg 11 6.420, 1
121 deg 12 27.000, 1
121 deg 12 40.200, 1
121 deg 12 43.200, 3
121 deg 12 46.200, 5
121 deg 12 46.800, 6
121 deg 12 48.000, 1
121 deg 12 52.590, 1
121 deg 12 56.400, 1
121 deg 13 0.600, 1
121 deg 13 1.800, 9
121 deg 13 10.800, 1
121 deg 13 16.200, 1
121 deg 13 17.400, 1
121 deg 13 18.000, 1
121 deg 13 18.467, 1
121 deg 13 19.200, 1
121 deg 13 3.600, 1
121 deg 13 30.600, 2
121 deg 13 31.200, 1
121 deg 13 31.800, 4
121 deg 13 36.000, 1
121 deg 13 43.800, 1
121 deg 13 45.520, 1
121 deg 13 49.020, 1
121 deg 13 53.400, 1
121 deg 13 54.300, 1
121 deg 13 55.840, 1
121 deg 13 59.400, 2
121 deg 13 59.822, 1
121 deg 13 7.200, 6
121 deg 13 7.800, 1
121 deg 13 8.980, 1
121 deg 14 1.250, 1
121 deg 14 12.040, 1
121 deg 14 12.600, 1
121 deg 14 13.800, 1
121 deg 14 16.108, 1
121 deg 14 16.200, 1
121 deg 14 16.820, 1
121 deg 14 17.400, 2
121 deg 14 19.930, 1
121 deg 14 20.090, 1
121 deg 14 20.400, 5
121 deg 14 21.000, 1
121 deg 14 21.600, 1
121 deg 14 3.238, 1
121 deg 14 31.770, 1
121 deg 14 31.930, 1
121 deg 14 45.600, 1
121 deg 14 48.900, 1
121 deg 14 50.690, 1
121 deg 14 51.240, 1
121 deg 14 51.540, 1
121 deg 14 52.200, 1
121 deg 14 52.800, 1
121 deg 14 55.610, 1
121 deg 14 58.000, 1
121 deg 14 6.600, 1
121 deg 15 10.800, 1
121 deg 15 22.000, 1
121 deg 15 28.000, 1
121 deg 15 29.329, 1
121 deg 15 30.064, 1
121 deg 15 30.180, 1
121 deg 15 30.270, 3
121 deg 15 30.474, 1
121 deg 15 30.492, 1
121 deg 15 30.527, 1
121 deg 15 30.569, 1
121 deg 15 30.587, 1
121 deg 15 30.593, 1
121 deg 15 30.600, 2
121 deg 15 30.605, 2
121 deg 15 30.611, 1
121 deg 15 31.970, 1
121 deg 15 33.100, 1
121 deg 15 37.200, 1
121 deg 15 42.200, 1
121 deg 15 42.800, 1
121 deg 15 44.000, 1
121 deg 15 47.600, 1
121 deg 15 49.800, 1
121 deg 15 52.200, 2
121 deg 15 55.700, 1
121 deg 15 58.700, 1
121 deg 15 59.200, 1
121 deg 16 0.200, 1
121 deg 16 1.800, 1
121 deg 16 10.610, 7
121 deg 16 10.640, 3
121 deg 16 16.300, 1
121 deg 16 17.200, 1
121 deg 16 19.300, 2
121 deg 16 19.800, 1
121 deg 16 19.900, 1
121 deg 16 2.100, 1
121 deg 16 2.400, 1
121 deg 16 20.100, 1
121 deg 16 21.600, 1
121 deg 16 3.500, 1
121 deg 16 32.450, 1
121 deg 16 37.200, 2
121 deg 16 39.000, 1
121 deg 16 43.930, 1
121 deg 16 44.040, 8
121 deg 16 44.210, 1
121 deg 16 46.800, 2
121 deg 16 52.910, 1
121 deg 16 54.610, 1
121 deg 16 57.800, 1
121 deg 16 58.800, 1
121 deg 17 10.840, 1
121 deg 17 11.710, 1
121 deg 17 12.600, 1
121 deg 17 17.351, 1
121 deg 17 17.578, 1
121 deg 17 17.924, 1
121 deg 17 17.950, 1
121 deg 17 17.951, 1
121 deg 17 18.252, 1
121 deg 17 18.317, 1
121 deg 17 18.378, 1
121 deg 17 19.697, 1
121 deg 17 2.530, 1
121 deg 17 21.862, 1
121 deg 17 21.913, 1
121 deg 17 21.982, 1
121 deg 17 22.000, 1
121 deg 17 22.064, 1
121 deg 17 22.152, 1
121 deg 17 23.400, 2
121 deg 17 25.200, 1
121 deg 17 27.000, 1
121 deg 17 37.800, 1
121 deg 17 4.000, 1
121 deg 17 4.300, 1
121 deg 18 0.865, 4
121 deg 18 26.400, 2
121 deg 18 27.000, 5
121 deg 18 27.600, 1
121 deg 18 28.200, 2
121 deg 18 3.000, 1
121 deg 18 3.629, 1
121 deg 18 43.930, 1
121 deg 18 46.275, 2
121 deg 18 47.400, 1
121 deg 18 51.000, 1
121 deg 18 51.600, 5
121 deg 18 52.200, 1
121 deg 18 52.800, 3
121 deg 18 55.200, 1
121 deg 18 56.400, 1
121 deg 18 58.800, 1
121 deg 18 8.909, 1
121 deg 19 0.000, 1
121 deg 19 0.600, 2
121 deg 19 1.800, 1
121 deg 19 19.800, 1
121 deg 19 21.600, 1
121 deg 19 22.800, 2
121 deg 19 28.800, 2
121 deg 19 3.000, 2
121 deg 19 3.680, 1
121 deg 19 31.800, 1
121 deg 19 32.600, 1
121 deg 19 39.000, 1
121 deg 19 42.378, 3
121 deg 19 49.200, 5
121 deg 19 49.800, 3
121 deg 19 5.400, 1
121 deg 2 0.780, 3
121 deg 2 10.200, 14
121 deg 2 10.800, 12
121 deg 2 12.468, 1
121 deg 2 12.715, 1
121 deg 2 15.600, 1
121 deg 2 17.632, 1
121 deg 2 18.680, 1
121 deg 2 20.400, 1
121 deg 2 26.532, 2
121 deg 2 30.102, 1
121 deg 2 31.144, 1
121 deg 2 31.447, 1
121 deg 2 33.120, 1
121 deg 2 34.800, 7
121 deg 2 34.938, 1
121 deg 2 36.203, 1
121 deg 2 36.324, 1
121 deg 2 38.588, 1
121 deg 2 4.200, 1
121 deg 2 42.296, 1
121 deg 2 50.544, 1
121 deg 2 50.620, 1
121 deg 2 51.359, 1
121 deg 2 51.496, 1
121 deg 2 51.634, 1
121 deg 2 52.540, 1
121 deg 2 52.623, 1
121 deg 2 52.800, 2
121 deg 2 54.600, 1
121 deg 2 57.870, 1
121 deg 2 6.000, 1
121 deg 2 7.373, 13
121 deg 2 9.600, 1
121 deg 20 13.800, 1
121 deg 20 14.400, 1
121 deg 20 20.777, 1
121 deg 20 23.069, 1
121 deg 20 24.600, 2
121 deg 20 27.918, 1
121 deg 20 28.800, 2
121 deg 20 32.500, 1
121 deg 20 33.600, 1
121 deg 20 34.800, 1
121 deg 20 35.381, 1
121 deg 20 35.532, 1
121 deg 20 36.000, 1
121 deg 20 36.515, 1
121 deg 20 36.600, 1
121 deg 20 38.400, 1
121 deg 20 40.200, 1
121 deg 20 42.000, 1
121 deg 20 45.263, 2
121 deg 20 45.918, 3
121 deg 20 46.032, 1
121 deg 20 46.841, 1
121 deg 20 46.944, 1
121 deg 20 47.189, 1
121 deg 20 47.909, 1
121 deg 20 49.800, 1
121 deg 20 51.000, 1
121 deg 20 51.671, 1
121 deg 20 51.917, 1
121 deg 20 52.283, 1
121 deg 20 52.607, 1
121 deg 20 53.280, 1
121 deg 20 53.400, 2
121 deg 20 54.000, 2
121 deg 20 54.600, 1
121 deg 20 57.600, 5
121 deg 21 1.200, 1
121 deg 21 12.600, 4
121 deg 21 13.800, 4
121 deg 21 16.800, 1
121 deg 21 18.671, 1
121 deg 21 2.300, 1
121 deg 21 2.400, 1
121 deg 21 21.000, 2
121 deg 21 21.600, 2
121 deg 21 24.491, 1
121 deg 21 26.777, 1
121 deg 21 27.533, 1
121 deg 21 27.677, 1
121 deg 21 27.882, 1
121 deg 21 28.440, 1
121 deg 21 3.677, 1
121 deg 21 3.695, 1
121 deg 21 46.800, 1
121 deg 21 50.092, 1
121 deg 21 52.200, 1
121 deg 21 52.800, 1
121 deg 21 53.400, 1
121 deg 21 55.200, 1
121 deg 21 55.800, 3
121 deg 21 56.400, 12
121 deg 21 57.000, 1
121 deg 21 6.347, 1
121 deg 21 8.921, 1
121 deg 21 9.089, 1
121 deg 21 9.828, 3
121 deg 22 14.400, 1
121 deg 22 17.400, 1
121 deg 22 3.000, 1
121 deg 22 42.000, 1
121 deg 22 46.510, 3
121 deg 22 46.640, 1
121 deg 22 46.780, 1
121 deg 22 46.800, 1
121 deg 22 46.890, 2
121 deg 22 46.950, 2
121 deg 22 48.870, 1
121 deg 22 48.950, 1
121 deg 22 49.640, 1
121 deg 22 5.936, 1
121 deg 22 57.380, 1
121 deg 22 58.670, 1
121 deg 22 6.000, 1
121 deg 22 9.510, 2
121 deg 22 9.540, 1
121 deg 23 1.800, 10
121 deg 23 19.908, 1
121 deg 23 22.210, 1
121 deg 23 22.490, 1
121 deg 23 3.000, 6
121 deg 23 3.600, 3
121 deg 23 33.600, 1
121 deg 23 4.200, 1
121 deg 23 43.800, 1
121 deg 23 44.050, 1
121 deg 23 48.600, 1
121 deg 23 49.925, 1
121 deg 23 49.953, 1
121 deg 23 55.200, 3
121 deg 23 58.200, 1
121 deg 24 12.910, 1
121 deg 24 26.400, 1
121 deg 24 27.000, 1
121 deg 24 27.600, 6
121 deg 24 32.400, 1
121 deg 24 33.600, 1
121 deg 24 33.905, 1
121 deg 24 34.200, 1
121 deg 24 34.800, 2
121 deg 24 35.108, 1
121 deg 24 35.862, 1
121 deg 24 35.963, 1
121 deg 24 36.279, 1
121 deg 24 37.200, 2
121 deg 24 38.669, 1
121 deg 24 38.693, 1
121 deg 24 39.000, 3
121 deg 24 39.600, 1
121 deg 24 39.690, 1
121 deg 24 39.953, 4
121 deg 24 40.080, 1
121 deg 24 40.130, 1
121 deg 24 40.160, 1
121 deg 24 40.300, 1
121 deg 24 42.600, 1
121 deg 24 43.200, 1
121 deg 24 43.565, 1
121 deg 24 43.592, 1
121 deg 24 44.400, 2
121 deg 24 45.000, 2
121 deg 24 46.200, 2
121 deg 24 46.800, 1
121 deg 24 47.400, 1
121 deg 24 48.240, 1
121 deg 24 5.220, 1
121 deg 24 50.400, 1
121 deg 24 51.000, 1
121 deg 24 51.360, 1
121 deg 24 51.600, 3
121 deg 24 52.769, 1
121 deg 24 53.400, 1
121 deg 24 53.591, 1
121 deg 24 54.000, 1
121 deg 24 54.479, 1
121 deg 24 54.533, 1
121 deg 24 54.600, 1
121 deg 24 54.635, 1
121 deg 24 54.684, 1
121 deg 24 54.857, 1
121 deg 24 55.247, 1
121 deg 24 55.271, 1
121 deg 24 55.379, 1
121 deg 24 55.427, 1
121 deg 24 55.433, 1
121 deg 24 55.440, 1
121 deg 24 55.757, 1
121 deg 24 55.890, 1
121 deg 24 56.135, 1
121 deg 24 56.214, 1
121 deg 24 56.225, 1
121 deg 24 56.309, 1
121 deg 24 56.369, 1
121 deg 24 56.441, 1
121 deg 24 56.549, 1
121 deg 24 56.561, 1
121 deg 24 56.579, 1
121 deg 24 56.885, 1
121 deg 24 56.891, 1
121 deg 24 57.125, 1
121 deg 24 57.143, 2
121 deg 24 57.179, 1
121 deg 24 57.209, 1
121 deg 24 57.299, 1
121 deg 24 57.383, 1
121 deg 24 57.407, 1
121 deg 24 57.521, 1
121 deg 24 57.546, 1
121 deg 24 57.636, 1
121 deg 24 57.654, 1
121 deg 24 57.852, 1
121 deg 24 58.031, 1
121 deg 24 58.091, 1
121 deg 24 58.205, 1
121 deg 24 58.229, 1
121 deg 24 58.337, 1
121 deg 24 6.460, 1
121 deg 25 10.374, 2
121 deg 25 10.760, 1
121 deg 25 13.014, 1
121 deg 25 13.074, 1
121 deg 25 14.712, 1
121 deg 25 14.814, 1
121 deg 25 14.861, 1
121 deg 25 15.000, 1
121 deg 25 15.552, 1
121 deg 25 15.851, 1
121 deg 25 17.244, 1
121 deg 25 17.808, 1
121 deg 25 17.928, 1
121 deg 25 18.029, 1
121 deg 25 18.144, 1
121 deg 25 18.432, 1
121 deg 25 18.516, 1
121 deg 25 18.594, 1
121 deg 25 18.612, 1
121 deg 25 19.170, 1
121 deg 25 19.770, 1
121 deg 25 25.272, 1
121 deg 25 29.166, 1
121 deg 25 29.540, 1
121 deg 25 29.630, 1
121 deg 25 29.930, 1
121 deg 25 30.000, 1
121 deg 25 36.600, 1
121 deg 25 45.000, 1
121 deg 25 48.000, 2
121 deg 25 48.600, 1
121 deg 25 51.760, 1
121 deg 25 52.972, 1
121 deg 25 53.192, 2
121 deg 25 57.600, 1
121 deg 25 58.200, 1
121 deg 25 58.800, 2
121 deg 25 59.400, 1
121 deg 25 59.921, 1
121 deg 25 9.690, 1
121 deg 26 0.004, 1
121 deg 26 0.600, 1
121 deg 26 0.855, 1
121 deg 26 1.200, 1
121 deg 26 1.267, 1
121 deg 26 1.707, 1
121 deg 26 10.248, 1
121 deg 26 10.800, 1
121 deg 26 12.913, 1
121 deg 26 13.200, 1
121 deg 26 13.572, 1
121 deg 26 13.800, 1
121 deg 26 14.313, 1
121 deg 26 15.600, 1
121 deg 26 17.400, 1
121 deg 26 17.694, 1
121 deg 26 17.717, 1
121 deg 26 17.831, 1
121 deg 26 17.856, 29
121 deg 26 17.916, 1
121 deg 26 18.288, 1
121 deg 26 18.306, 1
121 deg 26 19.200, 1
121 deg 26 2.668, 1
121 deg 26 2.805, 3
121 deg 26 20.933, 1
121 deg 26 20.987, 1
121 deg 26 21.207, 1
121 deg 26 21.372, 1
121 deg 26 21.600, 2
121 deg 26 22.200, 1
121 deg 26 22.278, 1
121 deg 26 22.800, 3
121 deg 26 23.400, 1
121 deg 26 24.000, 3
121 deg 26 24.600, 4
121 deg 26 25.200, 7
121 deg 26 25.800, 2
121 deg 26 26.090, 2
121 deg 26 26.540, 1
121 deg 26 26.650, 1
121 deg 26 27.000, 3
121 deg 26 27.003, 1
121 deg 26 27.220, 1
121 deg 26 27.280, 1
121 deg 26 27.634, 2
121 deg 26 28.050, 1
121 deg 26 28.200, 4
121 deg 26 28.680, 1
121 deg 26 28.800, 4
121 deg 26 28.870, 1
121 deg 26 3.000, 1
121 deg 26 30.000, 4
121 deg 26 31.200, 1
121 deg 26 31.800, 2
121 deg 26 32.400, 1
121 deg 26 37.200, 1
121 deg 26 38.400, 1
121 deg 26 38.621, 1
121 deg 26 39.390, 1
121 deg 26 42.823, 2
121 deg 26 43.800, 1
121 deg 26 47.190, 1
121 deg 26 47.400, 1
121 deg 26 49.200, 2
121 deg 26 49.800, 1
121 deg 26 51.077, 1
121 deg 26 51.198, 1
121 deg 26 55.800, 1
121 deg 26 56.400, 2
121 deg 26 57.000, 1
121 deg 26 57.600, 1
121 deg 26 58.673, 4
121 deg 26 58.800, 1
121 deg 26 59.580, 1
121 deg 26 59.770, 1
121 deg 26 8.400, 1
121 deg 26 9.000, 2
121 deg 26 9.600, 2
121 deg 27 0.600, 1
121 deg 27 1.970, 1
121 deg 27 10.800, 1
121 deg 27 11.400, 4
121 deg 27 11.940, 1
121 deg 27 11.960, 1
121 deg 27 12.900, 1
121 deg 27 13.040, 1
121 deg 27 13.200, 1
121 deg 27 13.289, 1
121 deg 27 13.835, 1
121 deg 27 14.507, 1
121 deg 27 14.753, 1
121 deg 27 15.071, 1
121 deg 27 15.179, 1
121 deg 27 15.233, 1
121 deg 27 15.678, 1
121 deg 27 15.821, 1
121 deg 27 16.343, 1
121 deg 27 16.559, 1
121 deg 27 16.722, 1
121 deg 27 17.327, 1
121 deg 27 17.429, 1
121 deg 27 17.453, 1
121 deg 27 17.586, 1
121 deg 27 17.675, 1
121 deg 27 17.687, 1
121 deg 27 2.400, 2
121 deg 27 2.930, 1
121 deg 27 2.980, 1
121 deg 27 21.600, 1
121 deg 27 21.917, 1
121 deg 27 22.061, 1
121 deg 27 22.091, 1
121 deg 27 22.500, 1
121 deg 27 23.090, 1
121 deg 27 23.291, 1
121 deg 27 24.000, 1
121 deg 27 24.460, 1
121 deg 27 26.352, 1
121 deg 27 26.363, 1
121 deg 27 26.496, 1
121 deg 27 27.599, 2
121 deg 27 28.817, 1
121 deg 27 29.320, 1
121 deg 27 29.350, 3
121 deg 27 29.400, 1
121 deg 27 29.980, 1
121 deg 27 3.000, 12
121 deg 27 3.150, 2
121 deg 27 3.560, 2
121 deg 27 3.600, 16
121 deg 27 30.830, 1
121 deg 27 31.140, 1
121 deg 27 31.800, 1
121 deg 27 32.363, 1
121 deg 27 32.400, 2
121 deg 27 33.041, 1
121 deg 27 34.199, 1
121 deg 27 34.223, 1
121 deg 27 37.200, 1
121 deg 27 38.880, 1
121 deg 27 39.000, 4
121 deg 27 39.600, 1
121 deg 27 4.050, 1
121 deg 27 4.200, 1
121 deg 27 4.300, 1
121 deg 27 4.690, 1
121 deg 27 4.880, 1
121 deg 27 40.122, 1
121 deg 27 40.127, 1
121 deg 27 40.169, 1
121 deg 27 40.181, 1
121 deg 27 40.241, 1
121 deg 27 40.271, 1
121 deg 27 40.295, 1
121 deg 27 40.610, 1
121 deg 27 41.380, 1
121 deg 27 41.783, 1
121 deg 27 41.832, 1
121 deg 27 41.980, 1
121 deg 27 42.000, 1
121 deg 27 42.221, 1
121 deg 27 42.287, 3
121 deg 27 42.588, 1
121 deg 27 42.616, 1
121 deg 27 42.731, 1
121 deg 27 42.857, 1
121 deg 27 43.165, 2
121 deg 27 43.250, 1
121 deg 27 43.271, 1
121 deg 27 43.445, 1
121 deg 27 43.770, 1
121 deg 27 43.806, 3
121 deg 27 44.171, 1
121 deg 27 44.195, 1
121 deg 27 44.263, 9
121 deg 27 44.456, 1
121 deg 27 46.200, 1
121 deg 27 46.460, 1
121 deg 27 46.800, 1
121 deg 27 48.550, 1
121 deg 27 48.600, 1
121 deg 27 48.690, 2
121 deg 27 49.200, 3
121 deg 27 49.620, 2
121 deg 27 5.400, 1
121 deg 27 50.280, 1
121 deg 27 50.720, 1
121 deg 27 51.050, 1
121 deg 27 51.600, 1
121 deg 27 53.190, 1
121 deg 27 53.400, 1
121 deg 27 53.519, 1
121 deg 27 55.044, 1
121 deg 27 56.459, 2
121 deg 27 57.000, 1
121 deg 27 57.600, 5
121 deg 27 57.690, 1
121 deg 27 57.800, 1
121 deg 27 57.830, 2
121 deg 27 57.890, 1
121 deg 27 57.970, 1
121 deg 27 59.260, 2
121 deg 27 7.200, 1
121 deg 27 9.600, 1
121 deg 28 0.300, 1
121 deg 28 0.580, 2
121 deg 28 1.290, 2
121 deg 28 1.380, 1
121 deg 28 1.620, 1
121 deg 28 10.030, 1
121 deg 28 10.200, 2
121 deg 28 10.490, 1
121 deg 28 10.580, 1
121 deg 28 10.660, 1
121 deg 28 11.180, 1
121 deg 28 11.400, 2
121 deg 28 11.590, 1
121 deg 28 11.700, 1
121 deg 28 11.730, 1
121 deg 28 12.000, 3
121 deg 28 12.030, 1
121 deg 28 12.280, 1
121 deg 28 12.360, 1
121 deg 28 12.470, 1
121 deg 28 12.600, 4
121 deg 28 12.610, 1
121 deg 28 12.640, 2
121 deg 28 12.660, 1
121 deg 28 12.720, 1
121 deg 28 12.750, 1
121 deg 28 12.830, 1
121 deg 28 12.860, 2
121 deg 28 12.910, 1
121 deg 28 12.990, 1
121 deg 28 13.020, 6
121 deg 28 13.160, 2
121 deg 28 13.200, 4
121 deg 28 13.224, 13
121 deg 28 13.320, 1
121 deg 28 13.600, 1
121 deg 28 13.800, 1
121 deg 28 14.340, 2
121 deg 28 14.400, 3
121 deg 28 14.420, 1
121 deg 28 14.670, 1
121 deg 28 14.860, 1
121 deg 28 15.000, 3
121 deg 28 15.030, 1
121 deg 28 15.440, 1
121 deg 28 15.740, 2
121 deg 28 15.770, 1
121 deg 28 15.900, 1
121 deg 28 16.070, 1
121 deg 28 16.150, 1
121 deg 28 16.180, 3
121 deg 28 16.200, 4
121 deg 28 16.210, 1
121 deg 28 16.340, 1
121 deg 28 16.510, 1
121 deg 28 16.620, 1
121 deg 28 16.800, 5
121 deg 28 16.810, 1
121 deg 28 16.840, 1
121 deg 28 16.890, 1
121 deg 28 16.920, 3
121 deg 28 16.950, 2
121 deg 28 16.980, 4
121 deg 28 17.280, 1
121 deg 28 17.310, 3
121 deg 28 17.390, 1
121 deg 28 17.400, 1
121 deg 28 17.440, 5
121 deg 28 17.550, 1
121 deg 28 17.580, 1
121 deg 28 17.660, 2
121 deg 28 17.720, 1
121 deg 28 17.770, 1
121 deg 28 17.880, 1
121 deg 28 17.940, 1
121 deg 28 17.960, 1
121 deg 28 17.990, 2
121 deg 28 18.000, 3
121 deg 28 18.020, 1
121 deg 28 18.070, 1
121 deg 28 18.100, 3
121 deg 28 18.180, 1
121 deg 28 18.270, 1
121 deg 28 18.290, 1
121 deg 28 18.320, 1
121 deg 28 18.380, 4
121 deg 28 18.460, 1
121 deg 28 18.490, 2
121 deg 28 18.620, 1
121 deg 28 18.650, 1
121 deg 28 18.680, 1
121 deg 28 18.760, 2
121 deg 28 19.010, 1
121 deg 28 19.040, 1
121 deg 28 19.120, 1
121 deg 28 19.150, 2
121 deg 28 19.200, 2
121 deg 28 19.260, 1
121 deg 28 19.580, 1
121 deg 28 19.610, 1
121 deg 28 19.750, 1
121 deg 28 19.780, 2
121 deg 28 19.970, 1
121 deg 28 2.254, 2
121 deg 28 2.309, 1
121 deg 28 2.690, 1
121 deg 28 20.000, 1
121 deg 28 20.050, 1
121 deg 28 20.190, 1
121 deg 28 20.270, 1
121 deg 28 20.330, 1
121 deg 28 20.400, 1
121 deg 28 20.520, 2
121 deg 28 21.590, 1
121 deg 28 22.200, 2
121 deg 28 22.524, 2
121 deg 28 22.730, 2
121 deg 28 23.400, 2
121 deg 28 24.000, 1
121 deg 28 25.200, 3
121 deg 28 25.283, 1
121 deg 28 25.740, 1
121 deg 28 25.800, 3
121 deg 28 26.400, 5
121 deg 28 26.664, 1
121 deg 28 27.000, 3
121 deg 28 27.280, 1
121 deg 28 28.200, 1
121 deg 28 28.800, 1
121 deg 28 29.170, 1
121 deg 28 29.360, 3
121 deg 28 29.400, 2
121 deg 28 29.450, 1
121 deg 28 29.530, 1
121 deg 28 3.600, 1
121 deg 28 3.930, 1
121 deg 28 30.000, 3
121 deg 28 30.490, 1
121 deg 28 30.540, 1
121 deg 28 30.600, 5
