ifd1_JpegIFOffset ,Count
@ +0x038C = @ 0x03AA, 11
@ +0x038D = @ 0x0399, 14
@ +0x038E = @ 0x039A, 704
@ +0x038E = @ 0x03AC, 30
@ +0x0390 = @ 0x039C, 123
@ +0x0390 = @ 0x03AE, 2
@ +0x0391 = @ 0x039D, 4
@ +0x0392 = @ 0x039E, 804
@ +0x0392 = @ 0x03B0, 2
@ +0x0393 = @ 0x03B1, 7
@ +0x0394 = @ 0x03A0, 362
@ +0x0394 = @ 0x03B2, 1
@ +0x0395 = @ 0x03A1, 149
@ +0x0396 = @ 0x03A2, 53
@ +0x0398 = @ 0x03A4, 92
@ +0x0399 = @ 0x03A5, 21
@ +0x039A = @ 0x03A6, 172
@ +0x039A = @ 0x03B8, 17
@ +0x039C = @ 0x03A8, 59
@ +0x039C = @ 0x03BA, 39
@ +0x039E = @ 0x03AA, 282
@ +0x039F = @ 0x03AB, 25
@ +0x03A0 = @ 0x03AC, 403
@ +0x03A0 = @ 0x03BE, 1
@ +0x03A1 = @ 0x03AD, 42
@ +0x03A2 = @ 0x03AE, 105
@ +0x03A3 = @ 0x03AF, 41
@ +0x03A4 = @ 0x03B0, 241
@ +0x03A5 = @ 0x03B1, 39
@ +0x03A6 = @ 0x03B2, 39
@ +0x03A7 = @ 0x03B3, 1
@ +0x03A8 = @ 0x03B4, 70
@ +0x03A8 = @ 0x03C6, 249
@ +0x03A9 = @ 0x03B5, 13
@ +0x03AA = @ 0x03B6, 132
@ +0x03AA = @ 0x03C8, 38
@ +0x03AC = @ 0x03B8, 125
@ +0x03AC = @ 0x03CA, 10
@ +0x03AD = @ 0x03B9, 1
@ +0x03AE = @ 0x03BA, 83
@ +0x03AF = @ 0x03BB, 1
@ +0x03B0 = @ 0x03BC, 865
@ +0x03B1 = @ 0x03BD, 857
@ +0x03B2 = @ 0x03BE, 155
@ +0x03B3 = @ 0x03BF, 4
@ +0x03B4 = @ 0x03C0, 281
@ +0x03B4 = @ 0x03D2, 55
@ +0x03B5 = @ 0x03C1, 32
@ +0x03B6 = @ 0x03C2, 42
@ +0x03B6 = @ 0x03D4, 2
@ +0x03B7 = @ 0x03C3, 12
@ +0x03B8 = @ 0x03C4, 6
@ +0x03B9 = @ 0x03C5, 6
@ +0x03BA = @ 0x03C6, 34
@ +0x03BB = @ 0x03C7, 1
@ +0x03BC = @ 0x03C8, 48
@ +0x03BD = @ 0x03C9, 3
@ +0x03BE = @ 0x03CA, 15
@ +0x03BF = @ 0x03CB, 2
@ +0x03BF = @ 0x03DD, 6
@ +0x03C0 = @ 0x03CC, 17
@ +0x03C0 = @ 0x03DE, 274
@ +0x03C1 = @ 0x03CD, 1
@ +0x03C2 = @ 0x03CE, 105
@ +0x03C3 = @ 0x03CF, 4
@ +0x03C4 = @ 0x03D0, 51
@ +0x03C6 = @ 0x03D2, 3
@ +0x03C6 = @ 0x03E4, 53
@ +0x03C8 = @ 0x03D4, 52
@ +0x03CA = @ 0x03D6, 126
@ +0x03CC = @ 0x03D8, 160
@ +0x03CD = @ 0x03D9, 69
@ +0x03CE = @ 0x03DA, 79
@ +0x03CF = @ 0x03DB, 1
@ +0x03D0 = @ 0x03DC, 102
@ +0x03D0 = @ 0x03EE, 9
@ +0x03D1 = @ 0x03DD, 36
@ +0x03D2 = @ 0x03DE, 55
@ +0x03D4 = @ 0x03E0, 272
@ +0x03D6 = @ 0x03E2, 75
@ +0x03D8 = @ 0x03E4, 169
@ +0x03D9 = @ 0x03E5, 21
@ +0x03DB = @ 0x03E7, 201
@ +0x03DC = @ 0x03E8, 8
@ +0x03DC = @ 0x03FA, 3
@ +0x03DD = @ 0x03E9, 24
@ +0x03DE = @ 0x03EA, 305
@ +0x03E0 = @ 0x03EC, 38
@ +0x03E0 = @ 0x03FE, 2
@ +0x03E1 = @ 0x03ED, 25
@ +0x03E2 = @ 0x03EE, 150
@ +0x03E3 = @ 0x03EF, 1
@ +0x03E4 = @ 0x03F0, 84
@ +0x03E5 = @ 0x03F1, 31
@ +0x03E6 = @ 0x03F2, 64
@ +0x03E7 = @ 0x03F3, 2
@ +0x03E8 = @ 0x03F4, 38
@ +0x03EA = @ 0x03F6, 119
@ +0x03EA = @ 0x0408, 1
@ +0x03EB = @ 0x03F7, 8
@ +0x03EC = @ 0x03F8, 7
@ +0x03EE = @ 0x03FA, 43
@ +0x03EE = @ 0x040C, 5
@ +0x03F0 = @ 0x03FC, 93
@ +0x03F0 = @ 0x040E, 41
@ +0x03F1 = @ 0x03FD, 2
@ +0x03F2 = @ 0x03FE, 168
@ +0x03F2 = @ 0x0410, 26
@ +0x03F2 = @ 0x44EC, 1
@ +0x03F4 = @ 0x0400, 42
@ +0x03F5 = @ 0x0401, 1
@ +0x03F6 = @ 0x0402, 2
@ +0x03F7 = @ 0x0403, 1
@ +0x03F8 = @ 0x0404, 6
@ +0x03F8 = @ 0x0416, 3
@ +0x03F9 = @ 0x0417, 2
@ +0x03FA = @ 0x0406, 182
@ +0x03FB = @ 0x0407, 14
@ +0x03FC = @ 0x0408, 204
@ +0x03FD = @ 0x0409, 7
@ +0x03FE = @ 0x040A, 271
@ +0x03FE = @ 0x041C, 31
@ +0x03FF = @ 0x040B, 1
@ +0x03FF = @ 0x041D, 2
@ +0x0400 = @ 0x040C, 567
@ +0x0400 = @ 0x041E, 5
@ +0x0401 = @ 0x040D, 1
@ +0x0402 = @ 0x040E, 201
@ +0x0402 = @ 0x0420, 4
@ +0x0404 = @ 0x0410, 753
@ +0x0404 = @ 0x0422, 190
@ +0x0405 = @ 0x0411, 7
@ +0x0406 = @ 0x0412, 1103
@ +0x0406 = @ 0x0424, 4
@ +0x0407 = @ 0x0413, 75
@ +0x0408 = @ 0x0414, 172
@ +0x0408 = @ 0x0426, 5
@ +0x0409 = @ 0x0415, 20
@ +0x040A = @ 0x0416, 225
@ +0x040A = @ 0x0428, 3
@ +0x040B = @ 0x0417, 1
@ +0x040C = @ 0x0418, 905
@ +0x040C = @ 0x042A, 30
@ +0x040E = @ 0x041A, 1886
@ +0x040F = @ 0x041B, 197
@ +0x0410 = @ 0x041C, 277
@ +0x0410 = @ 0x042E, 6
@ +0x0412 = @ 0x041E, 588
@ +0x0412 = @ 0x0430, 6
@ +0x0413 = @ 0x041F, 76
@ +0x0414 = @ 0x0420, 14
@ +0x0414 = @ 0x0432, 2
@ +0x0416 = @ 0x0422, 3
@ +0x0416 = @ 0x0434, 6
@ +0x0417 = @ 0x0423, 118
@ +0x0418 = @ 0x0424, 233
@ +0x0418 = @ 0x0436, 21
@ +0x041A = @ 0x0426, 3425
@ +0x041C = @ 0x0428, 49
@ +0x041D = @ 0x0429, 177
@ +0x041D = @ 0x043B, 23
@ +0x041E = @ 0x042A, 27
@ +0x0420 = @ 0x042C, 13
@ +0x0421 = @ 0x042D, 7
@ +0x0422 = @ 0x042E, 2
@ +0x0424 = @ 0x0430, 136
@ +0x0426 = @ 0x0432, 57
@ +0x0426 = @ 0x0444, 68
@ +0x0427 = @ 0x0433, 1
@ +0x0428 = @ 0x0434, 3
@ +0x0428 = @ 0x0446, 1
@ +0x042A = @ 0x0436, 40
@ +0x042A = @ 0x0448, 47
@ +0x042C = @ 0x0438, 93
@ +0x042D = @ 0x0439, 3
@ +0x042E = @ 0x043A, 10
@ +0x042E = @ 0x044C, 1
@ +0x042F = @ 0x043B, 1
@ +0x0430 = @ 0x043C, 43
@ +0x0432 = @ 0x043E, 96
@ +0x0434 = @ 0x0440, 40
@ +0x0434 = @ 0x0452, 66
@ +0x0436 = @ 0x0442, 69
@ +0x0436 = @ 0x0454, 1
@ +0x0438 = @ 0x0444, 209
@ +0x043A = @ 0x0446, 398
@ +0x043A = @ 0x0458, 4
@ +0x043C = @ 0x0448, 582
@ +0x043C = @ 0x045A, 73
@ +0x043E = @ 0x044A, 332
@ +0x043E = @ 0x045C, 4
@ +0x043F = @ 0x044B, 7
@ +0x0441 = @ 0x044D, 35
@ +0x0442 = @ 0x044E, 13
@ +0x0444 = @ 0x0450, 140
@ +0x0446 = @ 0x0452, 43
@ +0x0448 = @ 0x0454, 13
@ +0x0448 = @ 0x0466, 4
@ +0x044A = @ 0x0456, 2310
@ +0x044B = @ 0x0457, 23
@ +0x044C = @ 0x0458, 157
@ +0x044E = @ 0x045A, 138
@ +0x044F = @ 0x045B, 1
@ +0x0450 = @ 0x045C, 270
@ +0x0451 = @ 0x045D, 9
@ +0x0452 = @ 0x045E, 28
@ +0x0454 = @ 0x0460, 206
@ +0x0454 = @ 0x0472, 5
@ +0x0455 = @ 0x0461, 18
@ +0x0456 = @ 0x0462, 42
@ +0x0457 = @ 0x0463, 59
@ +0x0458 = @ 0x0464, 39
@ +0x0459 = @ 0x0465, 4
@ +0x0459 = @ 0x0477, 16
@ +0x045A = @ 0x0466, 3
@ +0x045B = @ 0x0467, 1
@ +0x045C = @ 0x0468, 45
@ +0x045E = @ 0x046A, 4
@ +0x045E = @ 0x047C, 14
@ +0x045F = @ 0x047D, 4
@ +0x0460 = @ 0x046C, 4
@ +0x0463 = @ 0x046F, 1
@ +0x0464 = @ 0x0470, 25
@ +0x0465 = @ 0x0471, 1
@ +0x0466 = @ 0x0472, 44
@ +0x0467 = @ 0x0473, 43
@ +0x0468 = @ 0x0474, 21
@ +0x046A = @ 0x0476, 184
@ +0x046C = @ 0x0478, 7
@ +0x046E = @ 0x047A, 4
@ +0x0470 = @ 0x047C, 236
@ +0x0471 = @ 0x047D, 489
@ +0x0471 = @ 0x048F, 7
@ +0x0472 = @ 0x0490, 1
@ +0x0474 = @ 0x0480, 322
@ +0x0478 = @ 0x0484, 275
@ +0x0479 = @ 0x0485, 64
@ +0x047A = @ 0x0486, 124
@ +0x047C = @ 0x0488, 11
@ +0x047D = @ 0x0489, 104
@ +0x0482 = @ 0x048E, 7
@ +0x0484 = @ 0x0490, 13
@ +0x0486 = @ 0x0492, 1
@ +0x0488 = @ 0x0494, 324
@ +0x0488 = @ 0x04A6, 9
@ +0x048A = @ 0x0496, 239
@ +0x048A = @ 0x04A8, 54
@ +0x048C = @ 0x0498, 11
@ +0x048D = @ 0x0499, 1
@ +0x048E = @ 0x049A, 285
@ +0x048E = @ 0x04AC, 35
@ +0x0490 = @ 0x049C, 28
@ +0x0491 = @ 0x049D, 26
@ +0x0492 = @ 0x049E, 247
@ +0x0492 = @ 0x04B0, 1
@ +0x0493 = @ 0x049F, 42
@ +0x0494 = @ 0x04A0, 116
@ +0x0496 = @ 0x04A2, 20
@ +0x0496 = @ 0x04B4, 17
@ +0x0498 = @ 0x04A4, 5
@ +0x049A = @ 0x04A6, 50
@ +0x049A = @ 0x04B8, 1
@ +0x049C = @ 0x04A8, 122
@ +0x049C = @ 0x04BA, 4
@ +0x049D = @ 0x04A9, 16
@ +0x049D = @ 0x04BB, 19
@ +0x049E = @ 0x04AA, 13
@ +0x04A0 = @ 0x04AC, 3
@ +0x04A1 = @ 0x04AD, 6
@ +0x04A1 = @ 0x04BF, 3
@ +0x04A2 = @ 0x04AE, 35
@ +0x04A4 = @ 0x04B0, 14
@ +0x04A6 = @ 0x04B2, 24
@ +0x04A6 = @ 0x04C4, 5
@ +0x04A8 = @ 0x04B4, 118
@ +0x04AA = @ 0x04B6, 6
@ +0x04AC = @ 0x04B8, 8
@ +0x04AC = @ 0x04CA, 10
@ +0x04AE = @ 0x04BA, 77
@ +0x04B0 = @ 0x04BC, 125
@ +0x04B0 = @ 0x04CE, 51
@ +0x04B2 = @ 0x04BE, 7
@ +0x04B4 = @ 0x04C0, 538
@ +0x04B4 = @ 0x04D2, 75
@ +0x04B6 = @ 0x04C2, 19
@ +0x04B7 = @ 0x04C3, 7
@ +0x04B8 = @ 0x04C4, 6
@ +0x04BA = @ 0x04C6, 492
@ +0x04BA = @ 0x04D8, 25
@ +0x04BC = @ 0x04C8, 114
@ +0x04BC = @ 0x04DA, 2
@ +0x04BD = @ 0x04C9, 1
@ +0x04BE = @ 0x04CA, 32
@ +0x04BE = @ 0x04DC, 1
@ +0x04C0 = @ 0x04CC, 94
@ +0x04C0 = @ 0x04DE, 7
@ +0x04C1 = @ 0x04CD, 16
@ +0x04C2 = @ 0x04CE, 22
@ +0x04C3 = @ 0x04CF, 34
@ +0x04C4 = @ 0x04D0, 17
@ +0x04C5 = @ 0x0557, 28
@ +0x04C6 = @ 0x04D2, 260
@ +0x04C6 = @ 0x04E4, 35
@ +0x04C8 = @ 0x04D4, 197
@ +0x04C8 = @ 0x04E6, 1
@ +0x04C9 = @ 0x04D5, 32
@ +0x04CA = @ 0x04D6, 8
@ +0x04CA = @ 0x04E8, 2
@ +0x04CB = @ 0x04D7, 92
@ +0x04CC = @ 0x04D8, 230
@ +0x04CE = @ 0x04DA, 23
@ +0x04CE = @ 0x04EC, 1
@ +0x04CF = @ 0x04ED, 1
@ +0x04D0 = @ 0x04DC, 83
@ +0x04D0 = @ 0x247A, 8
@ +0x04D0 = @ 0x4E7A, 1
@ +0x04D2 = @ 0x04DE, 2122
@ +0x04D2 = @ 0x04F0, 156
@ +0x04D3 = @ 0x04DF, 6
@ +0x04D4 = @ 0x04E0, 832
@ +0x04D4 = @ 0x04F2, 81
@ +0x04D6 = @ 0x04E2, 263
@ +0x04D7 = @ 0x04E3, 2
@ +0x04D8 = @ 0x04E4, 652
@ +0x04D8 = @ 0x04F6, 21
@ +0x04D9 = @ 0x04E5, 26
@ +0x04DA = @ 0x04E6, 3204
@ +0x04DA = @ 0x04F8, 289
@ +0x04DC = @ 0x04E8, 1629
@ +0x04DC = @ 0x04FA, 6
@ +0x04DE = @ 0x04EA, 314
@ +0x04DE = @ 0x04FC, 16
@ +0x04DF = @ 0x04EB, 9
@ +0x04E0 = @ 0x04EC, 318
@ +0x04E1 = @ 0x04ED, 15
@ +0x04E2 = @ 0x04EE, 131
@ +0x04E3 = @ 0x04EF, 7
@ +0x04E4 = @ 0x04F0, 2050
@ +0x04E4 = @ 0x0502, 29
@ +0x04E5 = @ 0x04F1, 2
@ +0x04E6 = @ 0x04F2, 1256
@ +0x04E6 = @ 0x0504, 128
@ +0x04E7 = @ 0x04F3, 2
@ +0x04E8 = @ 0x04F4, 460
@ +0x04E8 = @ 0x0506, 1
@ +0x04EA = @ 0x04F6, 556
@ +0x04EA = @ 0x0508, 10
@ +0x04EB = @ 0x04F7, 10
@ +0x04EC = @ 0x04F8, 259
@ +0x04EC = @ 0x050A, 22
@ +0x04ED = @ 0x04F9, 1
@ +0x04EE = @ 0x04FA, 342
@ +0x04EE = @ 0x050C, 13
@ +0x04EF = @ 0x04FB, 4
@ +0x04F0 = @ 0x04FC, 345
@ +0x04F0 = @ 0x050E, 1
@ +0x04F1 = @ 0x04FD, 11
@ +0x04F2 = @ 0x04FE, 260
@ +0x04F2 = @ 0x0510, 13
@ +0x04F4 = @ 0x0500, 317
@ +0x04F4 = @ 0x0512, 1
@ +0x04F5 = @ 0x0501, 21
@ +0x04F6 = @ 0x0502, 611
@ +0x04F7 = @ 0x0503, 1
@ +0x04F8 = @ 0x0504, 3
@ +0x04FA = @ 0x0506, 72
@ +0x04FB = @ 0x0507, 11
@ +0x04FC = @ 0x0508, 23
@ +0x04FE = @ 0x050A, 18
@ +0x04FF = @ 0x050B, 4
@ +0x04FF = @ 0x051D, 1
@ +0x0500 = @ 0x050C, 20
@ +0x0500 = @ 0x051E, 1
@ +0x0502 = @ 0x050E, 12
@ +0x0504 = @ 0x0510, 24
@ +0x0505 = @ 0x0511, 1
@ +0x0506 = @ 0x0512, 15
@ +0x0506 = @ 0x0524, 1
@ +0x0508 = @ 0x0514, 34
@ +0x0508 = @ 0x0526, 8
@ +0x0509 = @ 0x0515, 2
@ +0x050A = @ 0x0516, 39
@ +0x050C = @ 0x0518, 231
@ +0x050D = @ 0x0784, 1
@ +0x050E = @ 0x051A, 606
@ +0x050E = @ 0x052C, 3
@ +0x050F = @ 0x051B, 1
@ +0x0510 = @ 0x051C, 12
@ +0x0510 = @ 0x052E, 53
@ +0x0511 = @ 0x05A3, 14
@ +0x0512 = @ 0x051E, 15
@ +0x0514 = @ 0x0520, 14
@ +0x0515 = @ 0x0521, 6631
@ +0x0516 = @ 0x0522, 5
@ +0x0516 = @ 0x0534, 1
@ +0x0517 = @ 0x0523, 1
@ +0x0518 = @ 0x0524, 756
@ +0x0519 = @ 0x0525, 10
@ +0x051A = @ 0x0526, 5242
@ +0x051A = @ 0x0538, 52
@ +0x051C = @ 0x0528, 84
@ +0x051D = @ 0x0529, 1
@ +0x051E = @ 0x052A, 17
@ +0x051F = @ 0x052B, 1
@ +0x0520 = @ 0x052C, 80
@ +0x0520 = @ 0x053E, 44
@ +0x0522 = @ 0x052E, 238
@ +0x0523 = @ 0x0759, 124
@ +0x0524 = @ 0x0530, 396
@ +0x0525 = @ 0x0531, 1
@ +0x0526 = @ 0x0532, 101
@ +0x0526 = @ 0x0544, 12
@ +0x0527 = @ 0x0533, 22
@ +0x0528 = @ 0x0534, 77
@ +0x0529 = @ 0x0535, 3
@ +0x052A = @ 0x0536, 95
@ +0x052B = @ 0x0537, 2
@ +0x052C = @ 0x0538, 33
@ +0x052C = @ 0x054A, 2
@ +0x052F = @ 0x053B, 1
@ +0x0530 = @ 0x053C, 104
@ +0x0532 = @ 0x053E, 132
@ +0x0533 = @ 0x053F, 1
@ +0x0534 = @ 0x0540, 45
@ +0x0534 = @ 0x0552, 16
@ +0x0536 = @ 0x0542, 480
@ +0x0537 = @ 0x0543, 20
@ +0x0538 = @ 0x0544, 11
@ +0x0538 = @ 0x0556, 3
@ +0x053A = @ 0x0546, 84
@ +0x053A = @ 0x0558, 9
@ +0x053C = @ 0x0548, 46
@ +0x053E = @ 0x054A, 397
@ +0x053F = @ 0x054B, 3
@ +0x0540 = @ 0x054C, 80
@ +0x0540 = @ 0x055E, 7
@ +0x0542 = @ 0x054E, 424
@ +0x0542 = @ 0x0560, 1
@ +0x0544 = @ 0x0550, 25
@ +0x0545 = @ 0x05D7, 1
@ +0x0546 = @ 0x0552, 899
@ +0x0546 = @ 0x0564, 35
@ +0x0548 = @ 0x0554, 64
@ +0x054A = @ 0x0556, 195
@ +0x054A = @ 0x0568, 8
@ +0x054B = @ 0x0557, 18
@ +0x054C = @ 0x0558, 80
@ +0x054C = @ 0x056A, 3
@ +0x054E = @ 0x055A, 267
@ +0x054E = @ 0x056C, 5
@ +0x0550 = @ 0x055C, 365
@ +0x0550 = @ 0x056E, 1
@ +0x0551 = @ 0x055D, 21
@ +0x0552 = @ 0x055E, 565
@ +0x0552 = @ 0x0570, 15
@ +0x0554 = @ 0x0560, 7
@ +0x0556 = @ 0x0562, 39
@ +0x0556 = @ 0x0574, 3
@ +0x0558 = @ 0x0564, 54
@ +0x0559 = @ 0x0565, 3
@ +0x055A = @ 0x0566, 95
@ +0x055A = @ 0x0578, 2
@ +0x055C = @ 0x0568, 299
@ +0x055C = @ 0x057A, 1
@ +0x055E = @ 0x056A, 142
@ +0x055E = @ 0x057C, 100
@ +0x055E = @ 0x0625, 1
@ +0x0560 = @ 0x056C, 22
@ +0x0560 = @ 0x057E, 13
@ +0x0562 = @ 0x056E, 101
@ +0x0562 = @ 0x0580, 1
@ +0x0564 = @ 0x0570, 123
@ +0x0564 = @ 0x0582, 41
@ +0x0565 = @ 0x0571, 1
@ +0x0566 = @ 0x0572, 225
@ +0x0567 = @ 0x05FD, 2
@ +0x0568 = @ 0x0574, 10
@ +0x056A = @ 0x0576, 1055
@ +0x056A = @ 0x0588, 3
@ +0x056C = @ 0x0578, 199
@ +0x056C = @ 0x058A, 2
@ +0x056D = @ 0x0579, 1
@ +0x056E = @ 0x057A, 25
@ +0x056E = @ 0x058C, 1
@ +0x0570 = @ 0x057C, 18
@ +0x0570 = @ 0x058E, 3
@ +0x0571 = @ 0x057D, 4
@ +0x0572 = @ 0x057E, 157
@ +0x0574 = @ 0x0580, 114
@ +0x0575 = @ 0x0581, 1
@ +0x0576 = @ 0x0582, 37
@ +0x0576 = @ 0x0594, 1
@ +0x0577 = @ 0x0583, 2
@ +0x0577 = @ 0x0595, 6
@ +0x0578 = @ 0x0584, 48
@ +0x0579 = @ 0x0585, 143
@ +0x057A = @ 0x0586, 162
@ +0x057A = @ 0x0598, 86
@ +0x057C = @ 0x0588, 64
@ +0x057C = @ 0x059A, 1
@ +0x057D = @ 0x0589, 1
@ +0x057E = @ 0x058A, 75
@ +0x0580 = @ 0x058C, 29
@ +0x0582 = @ 0x058E, 110
@ +0x0583 = @ 0x05A1, 6
@ +0x0584 = @ 0x0590, 42
@ +0x0586 = @ 0x0592, 533
@ +0x0586 = @ 0x05A4, 77
@ +0x0588 = @ 0x0594, 61
@ +0x058A = @ 0x0596, 27
@ +0x058C = @ 0x0598, 19
@ +0x058C = @ 0x05AA, 1
@ +0x058E = @ 0x059A, 488
@ +0x058F = @ 0x059B, 9
@ +0x058F = @ 0x05AD, 15
@ +0x0590 = @ 0x059C, 94
@ +0x0591 = @ 0x0623, 7
@ +0x0592 = @ 0x059E, 368
@ +0x0592 = @ 0x05B0, 7
@ +0x0596 = @ 0x05A2, 163
@ +0x0598 = @ 0x05A4, 97
@ +0x0599 = @ 0x05A5, 615
@ +0x059A = @ 0x05A6, 54
@ +0x059A = @ 0x05B8, 10
@ +0x059C = @ 0x05A8, 49
@ +0x059C = @ 0x062E, 208
@ +0x059D = @ 0x062F, 102
@ +0x059E = @ 0x05AA, 28
@ +0x059E = @ 0x05BC, 1
@ +0x05A0 = @ 0x05AC, 3
@ +0x05A2 = @ 0x05AE, 35
@ +0x05A2 = @ 0x05C0, 35
@ +0x05A4 = @ 0x05B0, 45
@ +0x05A6 = @ 0x05B2, 809
@ +0x05A7 = @ 0x05B3, 270
@ +0x05A8 = @ 0x05B4, 5
@ +0x05A8 = @ 0x05C6, 3
@ +0x05AA = @ 0x05B6, 37
@ +0x05AA = @ 0x05C8, 10
@ +0x05AC = @ 0x05B8, 4
@ +0x05AE = @ 0x05BA, 63
@ +0x05B0 = @ 0x05BC, 521
@ +0x05B0 = @ 0x05CE, 16
@ +0x05B2 = @ 0x05BE, 29
@ +0x05B3 = @ 0x05BF, 2
@ +0x05B4 = @ 0x05C0, 48
@ +0x05B6 = @ 0x05C2, 10
@ +0x05B8 = @ 0x05C4, 134
@ +0x05BA = @ 0x05C6, 123
@ +0x05BA = @ 0x05D8, 32
@ +0x05BC = @ 0x05C8, 401
@ +0x05BE = @ 0x05CA, 13
@ +0x05C0 = @ 0x05CC, 5
@ +0x05C0 = @ 0x05DE, 1
@ +0x05C2 = @ 0x05CE, 218
@ +0x05C4 = @ 0x05D0, 46
@ +0x05C5 = @ 0x0657, 2
@ +0x05C6 = @ 0x05D2, 8
@ +0x05C8 = @ 0x05D4, 114
@ +0x05C8 = @ 0x05E6, 3
@ +0x05CA = @ 0x05D6, 5
@ +0x05CA = @ 0x05E8, 1
@ +0x05CC = @ 0x05EA, 4
@ +0x05CE = @ 0x05DA, 61
@ +0x05D0 = @ 0x05DC, 322
@ +0x05D0 = @ 0x05EE, 1
@ +0x05D2 = @ 0x05DE, 262
@ +0x05D3 = @ 0x05DF, 3
@ +0x05D4 = @ 0x05E0, 77
@ +0x05D4 = @ 0x05F2, 40
@ +0x05D6 = @ 0x05E2, 92
@ +0x05D7 = @ 0x05E3, 10
@ +0x05D8 = @ 0x05E4, 77
@ +0x05DA = @ 0x05E6, 106
@ +0x05DC = @ 0x05E8, 20
@ +0x05DD = @ 0x05E9, 3
@ +0x05DE = @ 0x05EA, 23
@ +0x05DE = @ 0x05FC, 5
@ +0x05DF = @ 0x05FD, 1
@ +0x05E0 = @ 0x05EC, 101
@ +0x05E0 = @ 0x05FE, 9
@ +0x05E2 = @ 0x05EE, 27
@ +0x05E4 = @ 0x05F0, 16
@ +0x05E5 = @ 0x05F1, 1
@ +0x05E6 = @ 0x05F2, 319
@ +0x05E8 = @ 0x05F4, 150
@ +0x05EA = @ 0x05F6, 2
@ +0x05EC = @ 0x05F8, 99
@ +0x05EE = @ 0x05FA, 21
@ +0x05F0 = @ 0x05FC, 1
@ +0x05F1 = @ 0x05FD, 1
@ +0x05F2 = @ 0x05FE, 363
@ +0x05F2 = @ 0x0610, 2
@ +0x05F3 = @ 0x0611, 2
@ +0x05F4 = @ 0x0600, 2888
@ +0x05F4 = @ 0x0612, 111
@ +0x05F6 = @ 0x0602, 42
@ +0x05F6 = @ 0x0614, 1
@ +0x05F8 = @ 0x0604, 16
@ +0x05F9 = @ 0x0605, 1
@ +0x05FA = @ 0x0606, 338
@ +0x05FC = @ 0x0608, 39
@ +0x05FE = @ 0x060A, 11
@ +0x0600 = @ 0x060C, 6
@ +0x0602 = @ 0x060E, 4
@ +0x0603 = @ 0x0621, 2
@ +0x0604 = @ 0x0610, 21
@ +0x0606 = @ 0x0612, 51
@ +0x060A = @ 0x0616, 13
@ +0x060B = @ 0x0629, 7
@ +0x060C = @ 0x0618, 12
@ +0x060C = @ 0x062A, 14
@ +0x060E = @ 0x061A, 201
@ +0x060E = @ 0x062C, 4
@ +0x060F = @ 0x061B, 5
@ +0x0610 = @ 0x061C, 3
@ +0x0612 = @ 0x061E, 171
@ +0x0614 = @ 0x0620, 104
@ +0x0616 = @ 0x0622, 151
@ +0x0616 = @ 0x0634, 27
@ +0x0617 = @ 0x0623, 7
@ +0x0618 = @ 0x0624, 50
@ +0x0618 = @ 0x0636, 5
@ +0x061A = @ 0x0626, 20
@ +0x061A = @ 0x0638, 14
@ +0x061C = @ 0x0628, 149
@ +0x061C = @ 0x063A, 4
@ +0x061D = @ 0x06AF, 46
@ +0x0620 = @ 0x062C, 10
@ +0x0622 = @ 0x062E, 4
@ +0x0624 = @ 0x0630, 145
@ +0x0626 = @ 0x0632, 10
@ +0x0628 = @ 0x0634, 12
@ +0x062A = @ 0x0636, 58
@ +0x062C = @ 0x0638, 143
@ +0x062E = @ 0x063A, 57
@ +0x062E = @ 0x064C, 1
@ +0x0630 = @ 0x063C, 21
@ +0x0632 = @ 0x063E, 868
@ +0x0632 = @ 0x0650, 1
@ +0x0634 = @ 0x0640, 68
@ +0x0636 = @ 0x0642, 160
@ +0x0638 = @ 0x0644, 41
@ +0x063A = @ 0x0646, 76
@ +0x063B = @ 0x0647, 3
@ +0x063B = @ 0x0659, 7
@ +0x063E = @ 0x064A, 10
@ +0x063E = @ 0x065C, 1
@ +0x0640 = @ 0x064C, 408
@ +0x0640 = @ 0x065E, 4
@ +0x0642 = @ 0x064E, 6
@ +0x0643 = @ 0x0661, 3
@ +0x0644 = @ 0x0650, 50
@ +0x0644 = @ 0x0662, 5
@ +0x0646 = @ 0x0652, 75
@ +0x0646 = @ 0x0664, 1
@ +0x0648 = @ 0x0654, 107
@ +0x064C = @ 0x0658, 321
@ +0x064C = @ 0x066A, 5
@ +0x064E = @ 0x065A, 11
@ +0x0650 = @ 0x065C, 5
@ +0x0650 = @ 0x066E, 3
@ +0x0652 = @ 0x065E, 54
@ +0x0653 = @ 0x0671, 1
@ +0x0654 = @ 0x0660, 77
@ +0x0655 = @ 0x0661, 27
@ +0x0656 = @ 0x0662, 199
@ +0x0657 = @ 0x0663, 1
@ +0x0658 = @ 0x0664, 37
@ +0x0658 = @ 0x0676, 1
@ +0x0659 = @ 0x0665, 70
@ +0x065A = @ 0x0666, 13
@ +0x065A = @ 0x0678, 37
@ +0x065B = @ 0x0679, 7
@ +0x065C = @ 0x0668, 5
@ +0x065D = @ 0x067B, 2
@ +0x065E = @ 0x066A, 39
@ +0x0660 = @ 0x066C, 16
@ +0x0660 = @ 0x067E, 2
@ +0x0662 = @ 0x066E, 41
@ +0x0663 = @ 0x0681, 53
@ +0x0664 = @ 0x0670, 123
@ +0x0664 = @ 0x0682, 1
