ifd_size ,Count
0:20:170:430:4114:30, 2
0:20:170:430:8640:2, 54
0:20:170:430:8648, 4
0:20:170:430:8648:2, 17
0:20:170:430:8648:30, 1
0:20:170:434:4227:30, 1
0:20:170:438, 1
0:20:170:438:4052, 81
0:20:170:442:4098:48, 1
0:20:170:470:1652, 1
0:20:170:482, 1
0:20:170:552, 4
0:20:170:718:598:54, 72
0:20:170:772:59, 1
0:20:170:9058:30, 2
0:20:171:154:30, 1
0:20:171:174:30, 25
0:20:171:174:30:146, 19
0:20:171:250, 1
0:20:171:322:94, 1
0:20:171:366, 109
0:20:171:378:626:54, 1
0:20:171:462:8869:30, 13
0:20:171:466:8844:46, 118
0:20:171:468:7049:35, 16
0:20:171:468:7052:35, 2
0:20:171:468:7053:35, 12
0:20:171:468:7256:35, 5
0:20:171:552:35, 5
0:20:171:700:35, 23
0:20:171:736:35, 3
0:20:171:752:59, 1
0:20:172, 14
0:20:172:126:102, 1
0:20:172:126:138, 224
0:20:172:142, 86
0:20:172:154:102, 133
0:20:172:224:32, 1
0:20:172:246, 6
0:20:172:266, 1
0:20:172:324:94, 10
0:20:172:338, 1
0:20:172:352, 5
0:20:172:358, 1
0:20:172:366, 11
0:20:172:368, 81
0:20:172:370, 4
0:20:172:382, 1
0:20:172:390, 72
0:20:172:396, 1
0:20:172:402, 5
0:20:172:410, 3
0:20:172:416, 2
0:20:172:422, 1
0:20:172:430:4050:46, 4
0:20:172:430:8048, 9
0:20:172:432:5156:32, 9
0:20:172:446, 12
0:20:172:448, 13
0:20:172:454, 8
0:20:172:454:852, 1
0:20:172:466, 7
0:20:172:466:290, 1
0:20:172:466:852, 1
0:20:172:466:860, 2
0:20:172:466:8860:30, 28
0:20:172:468:6848:35, 7
0:20:172:468:8124:35, 31
0:20:172:468:8127:35, 2
0:20:172:468:8128:35, 23
0:20:172:468:8144:35, 29
0:20:172:474, 65
0:20:172:474:268, 5
0:20:172:474:270, 8
0:20:172:474:376, 22
0:20:172:474:840, 25
0:20:172:474:852, 22
0:20:172:478, 3
0:20:172:486, 5
0:20:172:486:276, 1
0:20:172:486:278, 12
0:20:172:486:290, 2
0:20:172:486:384, 3
0:20:172:486:848, 1
0:20:172:486:860, 7
0:20:172:494, 27
0:20:172:494:304, 18
0:20:172:494:898, 1
0:20:172:494:900, 1
0:20:172:506, 43
0:20:172:506:312, 8
0:20:172:571, 2
0:20:172:591, 1
0:20:172:700:35, 2
0:20:172:736:35, 7
0:20:1736:438:26, 33
0:20:173:142:138, 1
0:20:173:1838:30, 14
0:20:173:391:30, 1
0:20:173:534:1292:30, 1
0:20:174, 695
0:20:1748:438:26:146, 2
0:20:174:142, 24
0:20:174:174:30, 1
0:20:174:246, 1
0:20:174:262:30, 2
0:20:174:274:30, 4
0:20:174:302:84:146, 1
0:20:174:303:327, 16
0:20:174:316:327, 41
0:20:174:338:4052:198, 15
0:20:174:338:4192:178, 24
0:20:174:338:4192:198, 27
0:20:174:338:4204:154, 3
0:20:174:338:4204:198, 51
0:20:174:338:4220:154, 1
0:20:174:342:98, 2
0:20:174:351:327, 3
0:20:174:358:4052:198, 7
0:20:174:358:4204:198, 1
0:20:174:362:58:198, 2
0:20:174:362:62:198, 1
0:20:174:362:84:146, 3
0:20:174:362:89:146, 4
0:20:174:364:327, 4
0:20:174:370, 12
0:20:174:374:84:146, 1
0:20:174:374:89:146, 1
0:20:174:390, 46
0:20:174:390:202, 1
0:20:174:394, 32
0:20:174:396:230, 4
0:20:174:398:4052:154, 2
0:20:174:398:4052:178, 3
0:20:174:398:4052:198, 317
0:20:174:398:4192:134, 9
0:20:174:398:4192:154, 3
0:20:174:398:4192:178, 94
0:20:174:398:4192:198, 153
0:20:174:398:4204:154, 5
0:20:174:398:4204:178, 3
0:20:174:398:4204:198, 63
0:20:174:402, 18
0:20:174:402:78:2422, 46
0:20:174:418:4052:198, 4
0:20:174:418:4192:154, 1
0:20:174:418:4192:178, 5
0:20:174:418:4192:198, 12
0:20:174:418:4204:154, 1
0:20:174:418:4204:198, 2
0:20:174:430, 2
0:20:174:466:8832:30, 1
0:20:174:474:264, 1
0:20:174:494, 1
0:20:174:494:300, 2
0:20:174:510, 5
0:20:174:534:1316:30, 64
0:20:175, 1
0:20:175:334, 1
0:20:175:396:228, 4
0:20:175:470:900, 3
0:20:175:471:225, 1
0:20:175:482:2660, 18
0:20:175:482:738:54, 5
0:20:175:482:894, 2
0:20:175:482:900:4, 1
0:20:176, 6
0:20:176:102, 1
0:20:176:118:138, 13
0:20:176:162:138, 319
0:20:176:162:158, 217
0:20:176:1636:54, 1
0:20:176:166, 4
0:20:176:186, 1
0:20:176:190:166, 8
0:20:176:1986:190, 1
0:20:176:1996:190, 1
0:20:176:2008:170, 1
0:20:176:2010:170, 1
0:20:176:2020:190, 1
0:20:176:2030:190, 1
0:20:176:2034:170, 1
0:20:176:2038:190, 3
0:20:176:2042:170, 2
0:20:176:2042:190, 1
0:20:176:2044:170, 1
0:20:176:2046:170, 1
0:20:176:2048:170, 1
0:20:176:2050:190, 2
0:20:176:2056:170, 1
0:20:176:2058:190, 1
0:20:176:2062:38, 1
0:20:176:2080:170, 1
0:20:176:2080:38, 1
0:20:176:2082:190, 1
0:20:176:2084:190, 2
0:20:176:2088:190, 1
0:20:176:2088:38, 2
0:20:176:2092:170, 2
0:20:176:2092:190, 2
0:20:176:2092:38, 1
0:20:176:2094:170, 1
0:20:176:2094:190, 2
0:20:176:2094:38, 1
0:20:176:2096:190, 1
0:20:176:2098:138, 1
0:20:176:2098:170, 1
0:20:176:2098:190, 2
0:20:176:2100:190, 1
0:20:176:2102:170, 1
0:20:176:2102:190, 2
0:20:176:2104:158, 1
0:20:176:2104:170, 1
0:20:176:2104:190, 1
0:20:176:2106:190, 1
0:20:176:2108:170, 1
0:20:176:2108:190, 4
0:20:176:2110:170, 2
0:20:176:2110:38, 1
0:20:176:2112:170, 2
0:20:176:2114:58, 1
0:20:176:2116:170, 1
0:20:176:2116:190, 2
0:20:176:2118:170, 2
0:20:176:2118:190, 3
0:20:176:2118:38, 1
0:20:176:2120:158, 1
0:20:176:2120:170, 1
0:20:176:2120:190, 2
0:20:176:2122:170, 2
0:20:176:2122:190, 3
0:20:176:2124:170, 2
0:20:176:2124:190, 1
0:20:176:2126:190, 3
0:20:176:2126:38, 1
0:20:176:2128:170, 1
0:20:176:2128:190, 5
0:20:176:2130:170, 2
0:20:176:2130:190, 12
0:20:176:2132:190, 7
0:20:176:2132:38, 1
0:20:176:2134:170, 1
0:20:176:2134:190, 3
0:20:176:2136:158, 1
0:20:176:2136:190, 4
0:20:176:2138:170, 2
0:20:176:2138:190, 5
0:20:176:2138:38, 2
0:20:176:2140:170, 2
0:20:176:2140:190, 3
0:20:176:2142:170, 4
0:20:176:2142:190, 1
0:20:176:2142:38, 1
0:20:176:2144:170, 1
0:20:176:2146:158, 1
0:20:176:2146:170, 2
0:20:176:2146:190, 3
0:20:176:2148:170, 1
0:20:176:2148:190, 3
0:20:176:2148:38, 1
0:20:176:2150:170, 1
0:20:176:2152:190, 2
0:20:176:2152:38, 1
0:20:176:2154:190, 3
0:20:176:2154:38, 1
0:20:176:2156:170, 4
0:20:176:2156:190, 2
0:20:176:2158:170, 2
0:20:176:2158:190, 4
0:20:176:2160:170, 2
0:20:176:2162:170, 3
0:20:176:2162:190, 1
0:20:176:2164:138, 1
0:20:176:2164:170, 2
0:20:176:2164:190, 1
0:20:176:2164:38, 1
0:20:176:2164:58, 1
0:20:176:2166:170, 3
0:20:176:2166:190, 3
0:20:176:2166:38, 1
0:20:176:2168:190, 1
0:20:176:2168:38, 2
0:20:176:2170:138, 1
0:20:176:2170:170, 2
0:20:176:2170:190, 1
0:20:176:2170:38, 1
0:20:176:2172:170, 3
0:20:176:2172:190, 4
0:20:176:2174:158, 1
0:20:176:2174:170, 2
0:20:176:2174:190, 2
0:20:176:2174:58, 1
0:20:176:2176:170, 2
0:20:176:2176:190, 6
0:20:176:2178:190, 4
0:20:176:2178:38, 3
0:20:176:2180:170, 1
0:20:176:2180:190, 6
0:20:176:2182:170, 3
0:20:176:2182:190, 4
0:20:176:2184:170, 2
0:20:176:2184:190, 2
0:20:176:2186:190, 3
0:20:176:2188:170, 4
0:20:176:2188:190, 4
0:20:176:2188:38, 1
0:20:176:2190:138, 1
0:20:176:2190:170, 1
0:20:176:2190:190, 2
0:20:176:2192:170, 2
0:20:176:2192:190, 7
0:20:176:2194:170, 1
0:20:176:2194:190, 2
0:20:176:2196:170, 1
0:20:176:2196:190, 5
0:20:176:2198:138, 2
0:20:176:2198:170, 2
0:20:176:2198:190, 1
0:20:176:2200:170, 3
0:20:176:2200:190, 1
0:20:176:2200:38, 1
0:20:176:2202:170, 2
0:20:176:2202:190, 1
0:20:176:2204:170, 1
0:20:176:2204:190, 2
0:20:176:2208:170, 1
0:20:176:2208:190, 3
0:20:176:2212:170, 3
0:20:176:2214:170, 1
0:20:176:2214:38, 1
0:20:176:2216:170, 2
0:20:176:2218:170, 2
0:20:176:2218:190, 1
0:20:176:2220:138, 1
0:20:176:2220:190, 1
0:20:176:2222:138, 1
0:20:176:2222:170, 1
0:20:176:2222:190, 3
0:20:176:2224:190, 2
0:20:176:2224:38, 1
0:20:176:2226:170, 1
0:20:176:2226:190, 1
0:20:176:2226:58, 1
0:20:176:2228:190, 1
0:20:176:2228:38, 1
0:20:176:2230:190, 1
0:20:176:2230:58, 1
0:20:176:2234:190, 2
0:20:176:2236:170, 3
0:20:176:2238:190, 1
0:20:176:2240:170, 1
0:20:176:2240:190, 2
0:20:176:2242:170, 1
0:20:176:2244:170, 1
0:20:176:2244:190, 1
0:20:176:2246:170, 1
0:20:176:2246:190, 2
0:20:176:2248:170, 2
0:20:176:224:166, 12
0:20:176:2250:158, 1
0:20:176:2250:190, 2
0:20:176:2252:170, 1
0:20:176:2252:190, 2
0:20:176:2254:138, 1
0:20:176:2254:170, 1
0:20:176:2254:190, 1
0:20:176:2258:170, 1
0:20:176:2258:190, 1
0:20:176:2260:138, 1
0:20:176:2260:170, 1
0:20:176:2260:190, 1
0:20:176:2262:170, 1
0:20:176:2262:190, 1
0:20:176:2262:38, 1
0:20:176:2264:138, 1
0:20:176:2268:170, 1
0:20:176:2268:38, 1
0:20:176:2270:170, 1
0:20:176:2274:170, 1
0:20:176:2274:190, 1
0:20:176:2276:170, 1
0:20:176:2278:190, 2
0:20:176:2280:170, 1
0:20:176:2282:190, 1
0:20:176:2292:190, 1
0:20:176:2298:170, 1
0:20:176:2308:170, 1
0:20:176:2308:190, 1
0:20:176:2310:38, 1
0:20:176:234:38, 2
0:20:176:254:38, 18
0:20:176:262, 1
0:20:176:322:246, 5
0:20:176:322:356, 1
0:20:176:350, 3
0:20:176:362:1448:146, 35
0:20:176:396:232, 2
0:20:176:410:372, 1
0:20:176:418:1504:58, 5
0:20:176:430:446, 1
0:20:176:446, 4
0:20:176:470, 11
0:20:176:470:1192, 4
0:20:176:470:1194, 12
0:20:176:470:574:78, 1
0:20:176:482:1111:54, 20
0:20:176:482:1166:54, 1
0:20:176:482:1186:54, 1
0:20:176:482:1194:12, 1
0:20:176:482:1194:54, 3
0:20:176:482:1459:54, 23
0:20:176:482:878:4, 3
0:20:176:482:878:54, 1
0:20:176:482:894:54, 1
0:20:176:482:894:58, 1
0:20:176:482:900:54, 1
0:20:176:484:1098:59, 57
0:20:176:484:844:59, 4
0:20:176:496:2586:59, 10
0:20:176:538:294:54, 9
0:20:176:554, 1
0:20:176:562:106:30, 9
0:20:176:572, 1
0:20:176:578:310:54, 244
0:20:176:578:326:54, 682
0:20:176:580, 4
0:20:176:746:78:896, 1
0:20:176:760:59, 18
0:20:176:96, 5
0:20:177:394:644, 1
0:20:177:470:1168, 7
0:20:177:470:1182, 5
0:20:177:470:2170, 1
0:20:177:470:862, 7
0:20:177:482:1168:54, 1
0:20:177:482:1182:54, 1
0:20:177:482:1548:54, 1
0:20:177:482:1900:54, 1
0:20:177:482:878:4, 1
0:20:177:482:894:4, 1
0:20:177:482:910:54, 3
0:20:177:484:1107:59, 48
0:20:177:484:1111:59, 3
0:20:177:484:1113:59, 12
0:20:177:484:1131:59, 1
0:20:177:484:1194:59, 1
0:20:177:484:787:59, 27
0:20:177:520:35, 116
0:20:177:712:59, 1
0:20:177:758:78:2214, 2
0:20:177:760:59, 32
0:20:178, 350
0:20:178:102:30, 369
0:20:178:154:30:226, 29
0:20:178:154:30:6, 74
0:20:178:166, 11
0:20:178:166:30, 278
0:20:178:166:30:162, 3
0:20:178:166:66:60, 4
0:20:178:2022:54, 4
0:20:178:206:30:249, 1
0:20:178:206:30:253, 2
0:20:178:238:102, 1
0:20:178:254, 11
0:20:178:2588:54, 1
0:20:178:266, 27
0:20:178:312:162, 1
0:20:178:312:182, 1
0:20:178:326:1024, 100
0:20:178:3286, 1
0:20:178:330:90, 2
0:20:178:338:1024, 58
0:20:178:342:98, 153
0:20:178:350, 66
0:20:178:358, 2
0:20:178:358:202, 1
0:20:178:370, 284
0:20:178:370:170, 2
0:20:178:370:202, 4
0:20:178:371, 1
0:20:178:3730, 1
0:20:178:374, 1
0:20:178:3768:194, 1
0:20:178:382, 147
0:20:178:382:202, 1
0:20:178:390, 716
0:20:178:390:170, 10
0:20:178:390:202, 126
0:20:178:3910:214, 1
0:20:178:394, 20
0:20:178:3964:214, 1
0:20:178:3966, 1
0:20:178:402, 307
0:20:178:4028:214, 1
0:20:178:402:170, 1
0:20:178:402:202, 11
0:20:178:4032:214, 1
0:20:178:4050:194, 1
0:20:178:4062:214, 1
0:20:178:4076:214, 1
0:20:178:4090:214, 1
0:20:178:410, 53
0:20:178:410:202, 39
0:20:178:4148, 2
0:20:178:4186, 1
0:20:178:422, 7
0:20:178:430, 2
0:20:178:430:278, 1
0:20:178:438:302, 1
0:20:178:450, 1
0:20:178:454:268, 15
0:20:178:454:270, 19
0:20:178:454:376, 5
0:20:178:466:276, 2
0:20:178:466:278, 2
0:20:178:466:280, 8
0:20:178:466:282, 2
0:20:178:466:388, 3
0:20:178:466:852, 7
0:20:178:466:852:226, 5
0:20:178:470:2118, 6
0:20:178:470:878, 5
0:20:178:474:268, 263
0:20:178:474:268:194, 4
0:20:178:474:268:226, 85
0:20:178:474:270, 219
0:20:178:474:270:226, 2
0:20:178:474:282, 5
0:20:178:474:302, 2
0:20:178:474:376, 27
0:20:178:474:376:194, 5
0:20:178:474:376:226, 33
0:20:178:474:840, 63
0:20:178:474:840:194, 1
0:20:178:474:840:226, 22
0:20:178:474:852, 40
0:20:178:474:852:194, 1
0:20:178:474:852:226, 39
0:20:178:474:890, 1
0:20:178:474:890:226, 2
0:20:178:474:898, 1
0:20:178:474:936, 2
0:20:178:478:288, 2
0:20:178:478:860, 7
0:20:178:482:1174:54, 1
0:20:178:482:1182:54, 2
0:20:178:482:1358, 1
0:20:178:482:1358:54, 1
0:20:178:482:1464:10, 1
0:20:178:482:1479:54, 1
0:20:178:482:1496:54, 8
0:20:178:482:1548:54, 140
0:20:178:482:1552:58, 1
0:20:178:482:2118:54, 23
0:20:178:482:2140:78, 2
0:20:178:482:2152:54, 3
0:20:178:482:2154:54, 1
0:20:178:482:2170:54, 5
0:20:178:482:2668, 67
0:20:178:482:878:54, 27
0:20:178:484:1100:59, 3
0:20:178:484:1460:59, 8
0:20:178:486:276, 24
0:20:178:486:276:226, 40
0:20:178:486:278, 4
0:20:178:486:280, 3
0:20:178:486:282, 1
0:20:178:486:290, 2
0:20:178:486:326, 30
0:20:178:486:384:226, 9
0:20:178:486:388, 7
0:20:178:486:848, 11
0:20:178:486:848:226, 10
0:20:178:486:852, 3
0:20:178:486:852:226, 10
0:20:178:486:860, 2
0:20:178:486:860:226, 7
0:20:178:486:898:194, 1
0:20:178:486:944, 1
0:20:178:494:2668, 131
0:20:178:494:2680, 1
0:20:178:494:304, 22
0:20:178:494:304:290, 8
0:20:178:494:306, 106
0:20:178:494:316, 2
0:20:178:494:886, 41
0:20:178:494:886:290, 3
0:20:178:494:888, 29
0:20:178:494:888:290, 21
0:20:178:494:898, 25
0:20:178:494:898:290, 10
0:20:178:494:900, 19
0:20:178:494:900:226, 1
0:20:178:494:900:290, 11
0:20:178:494:938, 1
0:20:178:498:290, 1
0:20:178:506:312, 4
0:20:178:506:314, 8
0:20:178:506:326, 1
0:20:178:506:894, 29
0:20:178:506:896, 5
0:20:178:506:898, 5
0:20:178:506:900, 10
0:20:178:506:900:290, 6
0:20:178:506:906, 15
0:20:178:506:906:290, 2
0:20:178:506:908, 2
0:20:178:506:944, 4
0:20:178:518:908, 1
0:20:178:526, 2
0:20:178:54:48, 31
0:20:178:658:214:54, 6
0:20:178:666:234:54, 6
0:20:178:666:238:54, 14
0:20:178:678:214:54, 1
0:20:178:684:59, 1
0:20:178:712:59, 1
0:20:178:746:78:1865, 14
0:20:178:760:59, 59
0:20:178:772:59, 1
0:20:179:112:56, 10
0:20:179:186:30:65, 6
0:20:179:2158:54, 17
0:20:179:346:644, 1
0:20:179:394:644, 3
0:20:179:394:7456, 18
0:20:179:394:7504, 3
0:20:179:394:7516, 8
0:20:179:418:46, 178
0:20:179:430:5156, 1
0:20:179:430:5156:34, 1
0:20:179:430:8613:7, 1
0:20:179:430:8620, 2
0:20:179:430:8620:30, 62
0:20:179:430:8620:34, 1
0:20:179:451:30:251, 1
0:20:179:451:30:38, 2
0:20:179:470:1688, 5
0:20:179:470:734, 38
0:20:179:471:30:251, 1
0:20:179:471:30:38, 3
0:20:179:482:1182:4, 2
0:20:179:482:1552, 1
0:20:179:482:1688, 1
0:20:179:482:1688:54, 9
0:20:179:484:2027:59, 16
0:20:179:496:2561:59, 24
0:20:179:496:2573:59, 4
0:20:179:571, 1
0:20:179:696:59, 1
0:20:179:760:59, 9
0:20:179:772:59, 2
0:20:180:112:56, 32
0:20:180:166, 4
0:20:180:166:114:60, 8
0:20:180:166:118:60, 7
0:20:180:166:134:60, 1
0:20:180:166:174:60, 17
0:20:180:166:82:60, 506
0:20:180:166:94:60, 2
0:20:180:178:30, 150
0:20:180:226, 12
0:20:180:262:6:18, 38
0:20:180:274:6:18, 7
0:20:180:286:30, 2
0:20:180:334:30:194, 9
0:20:180:334:30:6, 34
0:20:180:338, 1
0:20:180:342:98, 1
0:20:180:350, 10
0:20:180:370, 138
0:20:180:376, 2
0:20:180:382, 3
0:20:180:386, 1
0:20:180:388, 2
0:20:180:390, 160
0:20:180:390:14:30, 1
0:20:180:390:170, 1
0:20:180:390:202, 4
0:20:180:402, 43
0:20:180:402:202, 6
0:20:180:410, 9
0:20:180:430, 3
0:20:180:430:5156:30, 4
0:20:180:432:4971:35, 2
0:20:180:432:5005:35, 16
0:20:180:432:8560:35, 5
0:20:180:4502, 8
0:20:180:454:264, 1
0:20:180:456:2088, 10
0:20:180:462, 1
0:20:180:466:272, 2
0:20:180:466:276, 4
0:20:180:474:264, 154
0:20:180:480:2088, 1
0:20:180:482, 8
0:20:180:482:1712:54, 1
0:20:180:486:272, 27
0:20:180:486:276, 12
0:20:180:494:2660:54, 1
0:20:180:494:2668:54, 15
0:20:180:494:2688:54, 8
0:20:180:494:2696:54, 1
0:20:180:494:300, 2
0:20:180:496:2562:59, 96
0:20:180:498:284, 3
0:20:180:538, 1
0:20:180:546:11128:30, 105
0:20:180:612:272:56, 31
0:20:180:668:328:56, 49
0:20:180:668:340:56, 109
0:20:180:668:360:56, 1
0:20:180:668:440:56, 511
0:20:180:668:548:56, 170
0:20:180:700:35, 7
0:20:180:752:59, 8
0:20:180:772:59, 1
0:20:181:259, 2
0:20:181:2640:54, 1
0:20:181:382:88:146, 1
0:20:181:414, 52
0:20:181:430:5156, 41
0:20:181:430:8620:30, 1
0:20:181:4551:30, 8
0:20:181:470:2170, 1
0:20:181:482:2536, 12
0:20:181:482:2660:54, 69
0:20:181:494:2424:54, 1
0:20:181:496:2591:59, 4
0:20:181:752:59, 6
0:20:181:772:59, 6
0:20:182, 16
0:20:182:142, 4
0:20:182:154:30, 360
0:20:182:166, 46
0:20:182:222:30, 6
0:20:182:238, 10
0:20:182:238:102, 1
0:20:182:246, 1
0:20:182:254, 191
0:20:182:312:260:158, 33
0:20:182:326:1024, 294
0:20:182:338:1024, 25
0:20:182:350, 3
0:20:182:370, 25
0:20:182:376, 4
0:20:182:382, 16
0:20:182:386, 1
0:20:182:398:4052:198, 517
0:20:182:410:4060:198, 1
0:20:182:418:4052, 21
0:20:182:418:4052:178, 1
0:20:182:418:4052:198, 1796
0:20:182:418:4052:58, 67
0:20:182:430:8620:34, 4
0:20:182:438:4052, 10
0:20:182:438:4052:198, 169
0:20:182:438:4052:58, 1
0:20:182:442:862, 1
0:20:182:4538, 1
0:20:182:454:1208:78, 1
0:20:182:454:7994:18, 1
0:20:182:466:30, 1
0:20:182:470, 2
0:20:182:482, 1
0:20:182:482:1552:58, 5
0:20:182:482:2172:34, 1
0:20:182:482:2646:54, 1
0:20:182:494:1006, 1
0:20:182:494:2536, 1
0:20:182:494:2536:54, 28
0:20:182:494:2696:54, 2
0:20:182:494:956, 25
0:20:182:494:968, 33
0:20:182:502, 1
0:20:182:506:968, 6
0:20:182:506:976, 1
0:20:182:538:72, 2
0:20:182:546:4496:30, 27
0:20:182:558:23604:30, 369
0:20:182:562:106:30, 85
0:20:182:691:30:128, 34
0:20:182:734:36:18, 15
0:20:182:772:59, 6
0:20:1832:430:31740, 1
0:20:183:276:35, 1
0:20:183:322:94, 8
0:20:183:382:644, 1
0:20:183:394:644, 2
0:20:183:394:7456, 27
0:20:183:394:7516, 13
0:20:183:430:8346:30, 1
0:20:183:430:8620:30, 6
0:20:183:466:8844, 2
0:20:183:633:337, 92
0:20:183:633:97, 203
0:20:184, 179
0:20:184:126:138, 1
0:20:184:154, 3
0:20:184:154:182, 1
0:20:184:154:2, 1
0:20:184:154:214, 1
0:20:184:154:30, 595
0:20:184:166, 1
0:20:184:166:242, 1
0:20:184:166:246, 12
0:20:184:238, 2
0:20:184:246, 2
0:20:184:254, 333
0:20:184:266, 361
0:20:184:266:138, 1
0:20:184:266:190, 1
0:20:184:286, 5
0:20:184:288, 1
0:20:184:302:16, 25
0:20:184:324:94, 17
0:20:184:330, 3
0:20:184:330:376, 38
0:20:184:338, 1
0:20:184:338:170, 6
0:20:184:338:202, 9
0:20:184:342:376:30, 109
0:20:184:350, 276
0:20:184:352:32, 7
0:20:184:370, 1355
0:20:184:370:170, 4
0:20:184:370:202, 19
0:20:184:382, 333
0:20:184:382:170, 15
0:20:184:382:202, 8
0:20:184:390, 3605
0:20:184:390:170, 48
0:20:184:390:182, 3
0:20:184:390:202, 480
0:20:184:390:226, 1
0:20:184:396:162, 1
0:20:184:396:182, 1
0:20:184:396:194, 7
0:20:184:396:214, 20
0:20:184:398, 2
0:20:184:398:4204, 1
0:20:184:402, 662
0:20:184:402:170, 6
0:20:184:402:202, 50
0:20:184:406, 3
0:20:184:410, 333
0:20:184:410:170, 6
0:20:184:410:202, 73
0:20:184:416:162, 2
0:20:184:416:182, 3
0:20:184:416:194, 23
0:20:184:416:214, 23
0:20:184:418:8336:46, 1
0:20:184:422, 119
0:20:184:422:170, 1
0:20:184:422:202, 2
0:20:184:428:214, 1
0:20:184:430, 1
0:20:184:430:5010:30, 1
0:20:184:430:5148:30, 156
0:20:184:430:5156:30, 1
0:20:184:430:8610:30, 4
0:20:184:430:8620:30, 88
0:20:184:432, 2
0:20:184:432:8564:35, 15
0:20:184:436:194, 1
0:20:184:442, 58
0:20:184:446:30, 19
0:20:184:448:182, 1
0:20:184:448:194, 1
0:20:184:448:214, 9
0:20:184:450:840, 1
0:20:184:454:268, 63
0:20:184:454:268:194, 4
0:20:184:454:268:226, 47
0:20:184:454:270, 89
0:20:184:454:282:226, 1
0:20:184:454:376, 43
0:20:184:454:376:194, 2
0:20:184:454:376:226, 7
0:20:184:454:840, 20
0:20:184:454:840:226, 5
0:20:184:454:852, 16
0:20:184:454:852:194, 1
0:20:184:454:890, 5
0:20:184:454:890:226, 1
0:20:184:466:276, 7
0:20:184:466:276:226, 4
0:20:184:466:278, 10
0:20:184:466:280, 46
0:20:184:466:282, 36
0:20:184:466:282:194, 2
0:20:184:466:282:226, 3
0:20:184:466:384, 1
0:20:184:466:384:194, 1
0:20:184:466:384:226, 2
0:20:184:466:388, 7
0:20:184:466:3916:70, 1
0:20:184:466:8336:30, 4
0:20:184:466:848, 7
0:20:184:466:848:226, 1
0:20:184:466:852, 51
0:20:184:466:852:166, 2
0:20:184:466:852:194, 1
0:20:184:466:852:226, 12
0:20:184:466:860, 2
0:20:184:466:860:194, 1
0:20:184:466:860:226, 1
0:20:184:466:8832:30, 85
0:20:184:466:8860:30, 1
0:20:184:466:898, 1
0:20:184:468:194, 1
0:20:184:468:214, 4
0:20:184:474, 9
0:20:184:474:268, 727
0:20:184:474:268:194, 13
0:20:184:474:268:226, 139
0:20:184:474:270, 1259
0:20:184:474:270:102, 7
0:20:184:474:270:166, 2
0:20:184:474:270:194, 3
0:20:184:474:270:226, 18
0:20:184:474:282, 15
0:20:184:474:282:226, 2
0:20:184:474:320, 2
0:20:184:474:376, 348
0:20:184:474:376:194, 6
0:20:184:474:376:226, 38
0:20:184:474:840, 426
0:20:184:474:840:194, 5
0:20:184:474:840:226, 76
0:20:184:474:852, 332
0:20:184:474:852:194, 2
0:20:184:474:852:226, 26
0:20:184:474:890, 22
0:20:184:474:890:166, 1
0:20:184:474:900, 1
0:20:184:474:936, 4
0:20:184:474:938, 1
0:20:184:478:288, 7
0:20:184:478:290, 2
0:20:184:478:290:226, 4
0:20:184:478:860, 4
0:20:184:482, 2
0:20:184:486:276, 133
0:20:184:486:276:226, 48
0:20:184:486:278, 144
0:20:184:486:278:166, 1
0:20:184:486:278:226, 9
0:20:184:486:280, 9
0:20:184:486:282, 10
0:20:184:486:290, 3
0:20:184:486:290:226, 1
0:20:184:486:326, 3
0:20:184:486:328, 1
0:20:184:486:384, 27
0:20:184:486:384:226, 4
0:20:184:486:848, 86
0:20:184:486:848:226, 8
0:20:184:486:852, 8
0:20:184:486:852:226, 3
0:20:184:486:860, 17
0:20:184:486:860:226, 8
0:20:184:486:890, 3
0:20:184:486:898, 2
0:20:184:486:906, 2
0:20:184:486:944, 5
0:20:184:494, 5
0:20:184:494:304, 100
0:20:184:494:304:290, 10
0:20:184:494:306, 89
0:20:184:494:316, 11
0:20:184:494:886, 66
0:20:184:494:886:290, 14
0:20:184:494:888, 143
0:20:184:494:888:290, 14
0:20:184:494:898, 92
0:20:184:494:898:290, 86
0:20:184:494:900, 147
0:20:184:494:900:290, 13
0:20:184:494:936, 4
0:20:184:494:938, 1
0:20:184:494:938:226, 1
0:20:184:498:288, 1
0:20:184:498:290, 1
0:20:184:498:290:226, 3
0:20:184:498:860, 2
0:20:184:498:860:166, 1
0:20:184:498:860:226, 1
0:20:184:506:312, 33
0:20:184:506:314, 7
0:20:184:506:316, 2
0:20:184:506:324, 2
0:20:184:506:894, 15
0:20:184:506:894:290, 3
0:20:184:506:896, 21
0:20:184:506:898, 18
0:20:184:506:898:290, 21
0:20:184:506:900, 18
0:20:184:506:906, 19
0:20:184:506:906:290, 9
0:20:184:506:908, 9
0:20:184:518:324, 1
0:20:184:518:906, 4
0:20:184:518:906:290, 2
0:20:184:518:908, 2
0:20:184:524, 4
0:20:184:526, 4
0:20:184:538:3917:18, 103
0:20:184:538:948:18, 6
0:20:184:582:194, 1
0:20:184:628:66, 1
0:20:184:648, 25
0:20:184:700:35, 10
0:20:184:736:35, 1
0:20:185:410, 7
0:20:185:700:35, 1
0:20:185:736:35, 1
0:20:186, 1196
0:20:186:154, 1
0:20:186:154:26, 525
0:20:186:154:30, 1
0:20:186:166, 7
